source_qid,target_qid,property_type,identifier
Q120180,Q108528,P61,Q5736319
Q130277,Q118616,P61,Q5738218
Q147090,Q122431,P61,Q57398928
Q139371,Q120448,P61,Q57463873
Q126368,Q114706,P61,Q574943
Q119619,Q107964,P61,Q575430
Q131223,Q119561,P61,Q57610871
Q127446,Q115786,P61,Q57611953
Q130148,Q118488,P61,Q576127
Q125746,Q114080,P61,Q57628707
Q131109,Q119447,P61,Q576323
Q119144,Q107491,P61,Q5765874
Q123368,Q111713,P61,Q576590
Q124142,Q112484,P61,Q576692
Q39793,Q24341,P61,Q5770182
Q124168,Q112510,P61,Q57712086
Q119829,Q108175,P61,Q5772595
Q119444,Q107790,P61,Q5777156
Q122276,Q110624,P61,Q578291
Q148399,Q122929,P61,Q5784543
Q124524,Q112865,P61,Q5791517
Q128160,Q116499,P61,Q57975309
Q148951,Q46038,P61,Q579846
Q121569,Q109916,P61,Q579954
Q138515,Q77641,P61,Q580014
Q125736,Q114070,P61,Q580380
Q131375,Q119712,P61,Q58040913
Q131367,Q119704,P61,Q58041078
Q131371,Q119708,P61,Q58041311
Q129972,Q118313,P61,Q5806119
Q126508,Q114846,P61,Q5806492
Q126494,Q114832,P61,Q5806539
Q122602,Q110950,P61,Q5813987
Q121284,Q109630,P61,Q58165
Q68506,Q44742,P61,Q5825501
Q122409,Q110758,P61,Q582990
Q148396,Q122921,P61,Q5835731
Q143353,Q125438,P61,Q583761
Q128574,Q116913,P61,Q583909
Q57689,Q45088,P61,Q58420268
Q127675,Q116014,P61,Q58468027
Q119643,Q107988,P61,Q584737
Q126510,Q114848,P61,Q5849237
Q131627,Q119964,P61,Q5850040
Q123001,Q111346,P61,Q5850202
Q127488,Q115828,P61,Q5853724
Q125045,Q113384,P61,Q5856863
Q122606,Q110954,P61,Q5859245
Q125317,Q113656,P61,Q5859541
Q124043,Q112384,P61,Q5859611
Q127733,Q116072,P61,Q5860449
Q127717,Q116056,P61,Q5860483
Q130226,Q118566,P61,Q586059
Q147193,Q128085,P61,Q58607
Q127442,Q115782,P61,Q5862521
Q127440,Q115780,P61,Q5862523
Q127522,Q115862,P61,Q5862526
Q123788,Q112134,P61,Q58639539
Q125387,Q113726,P61,Q58671843
Q127559,Q115898,P61,Q58672035
Q127557,Q115896,P61,Q58672246
Q125389,Q113728,P61,Q58672942
Q125391,Q113730,P61,Q58673507
Q127565,Q115904,P61,Q58673840
Q127567,Q115906,P61,Q58673925
Q125395,Q113734,P61,Q58674397
Q127561,Q115900,P61,Q58684914
Q143635,Q120986,P61,Q586924
Q122495,Q110842,P61,Q5869864
Q121250,Q109597,P61,Q5872941
Q130911,Q119250,P61,Q5875333
Q127729,Q116068,P61,Q5875347
Q129412,Q117752,P61,Q587747
Q129828,Q118168,P61,Q58776720
Q129188,Q117528,P61,Q58824947
Q129982,Q118322,P61,Q5882687
Q136673,Q126938,P61,Q5891441
Q120447,Q108794,P61,Q5899961
Q119263,Q107610,P61,Q5900560
Q119849,Q108195,P61,Q59049927
Q127927,Q116267,P61,Q590568
Q51396,Q41936,P61,Q5908052
Q120363,Q108710,P61,Q5909420
Q120891,Q109239,P61,Q5911721
Q43022,Q42425,P61,Q59134441
Q43026,Q40160,P61,Q59134447
Q37889,Q35767,P61,Q59134449
Q50081,Q42433,P61,Q59134456
Q50085,Q42437,P61,Q59134490
Q51715,Q43736,P61,Q59134839
Q126160,Q114497,P61,Q59154538
Q129374,Q117714,P61,Q59154669
Q130032,Q118372,P61,Q5919754
Q122930,Q111276,P61,Q59281970
Q122220,Q110568,P61,Q5931132
Q123455,Q111795,P61,Q5931136
Q121884,Q110232,P61,Q593207
Q127364,Q115704,P61,Q593394
Q120465,Q108812,P61,Q5936361
Q126480,Q114818,P61,Q59390905
Q129162,Q117502,P61,Q59416578
Q125093,Q113432,P61,Q59417938
Q37905,Q19162,P61,Q594626
Q126977,Q115315,P61,Q5948034
Q121114,Q109461,P61,Q5948659
Q120457,Q108804,P61,Q5948937
Q120921,Q109269,P61,Q5950143
Q124881,Q113221,P61,Q595053
Q120531,Q108878,P61,Q5950714
Q120607,Q108954,P61,Q5951105
Q120811,Q109159,P61,Q5951203
Q120194,Q108542,P61,Q5954929
Q44987,Q40424,P61,Q59551829
Q44386,Q42232,P61,Q59551856
Q42228,Q40428,P61,Q59551863
Q47084,Q44382,P61,Q59551909
Q52806,Q48668,P61,Q59552383
Q129904,Q118244,P61,Q59588472
Q130399,Q118738,P61,Q5960270
Q149209,Q54825,P61,Q59604
Q120455,Q108802,P61,Q5961712
Q131357,Q119694,P61,Q59617325
Q126955,Q115293,P61,Q5963027
Q124844,Q113185,P61,Q59661332
Q119176,Q107522,P61,Q59681643
Q126679,Q115019,P61,Q597610
Q134494,Q90392,P61,Q59771423
Q44979,Q44307,P61,Q59779620
Q51824,Q48181,P61,Q59779624
Q127041,Q115380,P61,Q5984013
Q148398,Q122927,P61,Q5989593
Q121030,Q109377,P61,Q59896677
Q148952,Q46046,P61,Q5997136
Q123378,Q111723,P61,Q5997378
Q123817,Q112156,P61,Q5998158
Q130749,Q119087,P61,Q60015
Q120727,Q109075,P61,Q6001622
Q131387,Q119724,P61,Q6002902
Q121118,Q109465,P61,Q60040554
Q141316,Q124163,P61,Q60040730
Q127482,Q115822,P61,Q6004470
Q140921,Q120480,P61,Q600483
Q127490,Q115830,P61,Q6007698
Q120755,Q109103,P61,Q60111424
Q120969,Q109317,P61,Q60144018
Q139341,Q120830,P61,Q60171
Q130871,Q119210,P61,Q60182615
Q120975,Q109323,P61,Q60182724
Q127094,Q115432,P61,Q601951
Q44975,Q44303,P61,Q60230099
Q122052,Q110400,P61,Q6026438
Q121753,Q110100,P61,Q6026448
Q125373,Q113712,P61,Q6034958
Q125934,Q114271,P61,Q60366
Q125704,Q114039,P61,Q60369887
Q129174,Q117514,P61,Q60388716
Q130477,Q118816,P61,Q6039896
Q122448,Q110796,P61,Q6040326
Q125285,Q113624,P61,Q6041755
Q122040,Q110388,P61,Q6047040
Q121665,Q110012,P61,Q6047235
Q131409,Q119746,P61,Q6047242
Q130535,Q118874,P61,Q60477743
Q120537,Q108884,P61,Q60532142
Q128930,Q117269,P61,Q60534495
Q131163,Q119501,P61,Q605404
Q143642,Q121718,P61,Q60563
Q119743,Q108088,P61,Q60565024
Q119526,Q107872,P61,Q60565045
Q119807,Q108152,P61,Q60565101
Q120303,Q108650,P61,Q60565122
Q127307,Q115645,P61,Q605836
Q121074,Q109421,P61,Q60594889
Q37989,Q22868,P61,Q60613866
Q49605,Q42016,P61,Q60613932
Q128861,Q117201,P61,Q60650591
Q124204,Q112546,P61,Q606589
Q130002,Q118342,P61,Q6068822
Q123400,Q111745,P61,Q6069928
Q124049,Q112390,P61,Q6070890
Q120045,Q108392,P61,Q60793001
Q119877,Q108223,P61,Q60793035
Q119865,Q108211,P61,Q60812923
Q143359,Q126283,P61,Q60832086
Q124212,Q112554,P61,Q60835947
Q122320,Q110668,P61,Q60838034
Q120653,Q109001,P61,Q60841508
Q126076,Q114413,P61,Q60843247
Q130200,Q118540,P61,Q608446
Q126530,Q114869,P61,Q608738
Q119871,Q108217,P61,Q60893697
Q131171,Q119509,P61,Q60932
Q123394,Q111739,P61,Q60939
Q123396,Q111741,P61,Q60943
Q43710,Q22142,P61,Q60987327
Q120675,Q109023,P61,Q61056
Q131345,Q119682,P61,Q61061971
Q120903,Q109251,P61,Q61063544
Q120003,Q108349,P61,Q61074158
Q124953,Q113293,P61,Q6108977
Q130022,Q118362,P61,Q6110629
Q124967,Q113306,P61,Q6111095
Q126152,Q114489,P61,Q61140000
Q129456,Q117796,P61,Q61140302
Q126186,Q114523,P61,Q61140304
Q129194,Q117534,P61,Q61140305
Q121896,Q110244,P61,Q61188387
Q123208,Q111553,P61,Q6119813
Q148397,Q122923,P61,Q6119814
Q125505,Q113844,P61,Q6119827
Q130913,Q119252,P61,Q6119831
Q122218,Q110566,P61,Q6119833
Q123212,Q111557,P61,Q6119844
Q119572,Q107918,P61,Q6121767
Q127423,Q54092,P61,Q61268576
Q127342,Q45905,P61,Q61268877
Q121517,Q49342,P61,Q61270489
Q121513,Q54048,P61,Q61270574
Q129316,Q117656,P61,Q61272159
Q147185,Q121460,P61,Q61282652
Q43674,Q22882,P61,Q612983
Q120739,Q109087,P61,Q61310589
Q108769,Q97111,P61,Q61310603
Q109458,Q97799,P61,Q61310624
Q108767,Q97109,P61,Q61310641
Q121465,Q109812,P61,Q61310743
Q122230,Q110578,P61,Q61310936
Q131665,Q120002,P61,Q61314079
Q146582,Q121971,P61,Q61314170
Q120009,Q108355,P61,Q61314438
Q129170,Q117510,P61,Q61314932
Q125942,Q114279,P61,Q61314941
Q119568,Q107914,P61,Q61358382
Q123410,Q111755,P61,Q61415605
Q121040,Q109387,P61,Q6141725
Q131411,Q119748,P61,Q6142565
Q137040,Q126141,P61,Q614802
Q127558,Q54271,P61,Q61491
Q120625,Q108973,P61,Q615409
Q131607,Q119944,P61,Q6155285
Q128046,Q116385,P61,Q61564626
Q124182,Q112524,P61,Q61567114
Q126140,Q114477,P61,Q61577460
Q130891,Q119230,P61,Q6158066
Q128176,Q116515,P61,Q61620
Q127647,Q115986,P61,Q616222
Q131269,Q119607,P61,Q61638527
Q130863,Q119201,P61,Q61656475
Q129256,Q117596,P61,Q61685456
Q128778,Q117117,P61,Q61705647
Q127309,Q115648,P61,Q61717067
Q125097,Q113436,P61,Q61717086
Q122722,Q111069,P61,Q6174539
Q127550,Q115890,P61,Q61747802
Q131005,Q119344,P61,Q61747897
Q131031,Q119370,P61,Q61764401
Q122888,Q111235,P61,Q617837
Q123933,Q112274,P61,Q617992
Q137558,Q120834,P61,Q6180419
Q129742,Q118082,P61,Q61807223
Q131866,Q120203,P61,Q61807741
Q128084,Q116423,P61,Q61807767
Q131846,Q120183,P61,Q61807852
Q129116,Q117455,P61,Q61812302
Q129230,Q117570,P61,Q61812352
Q130917,Q119256,P61,Q61818747
Q127472,Q4238,P61,Q61818816
Q127043,Q115382,P61,Q6182203
Q128672,Q117011,P61,Q61865728
Q147213,Q54406,P61,Q61867147
Q128110,Q116449,P61,Q61883175
Q141169,Q124457,P61,Q61911606
Q127380,Q115720,P61,Q619257
Q140943,Q125725,P61,Q61963089
Q124073,Q112414,P61,Q61982472
Q126474,Q114812,P61,Q61982477
Q131423,Q119760,P61,Q61984591
Q119325,Q107672,P61,Q620022
Q127498,Q115838,P61,Q62018171
Q130030,Q118370,P61,Q62018216
Q128881,Q117221,P61,Q62054
Q131481,Q119818,P61,Q62083853
Q123784,Q112130,P61,Q62113179
Q130004,Q118344,P61,Q621962
Q122688,Q111035,P61,Q621999
Q127480,Q115820,P61,Q622881
Q119136,Q107483,P61,Q623001
Q125437,Q113776,P61,Q623188
Q128786,Q117125,P61,Q623233
Q146948,Q114318,P61,Q62394052
Q78442,Q35377,P61,Q624795
Q125936,Q114273,P61,Q62523
Q122144,Q110492,P61,Q62558086
Q122146,Q110494,P61,Q62558104
Q122148,Q110496,P61,Q62558109
Q121393,Q109740,P61,Q62570710
Q121391,Q109738,P61,Q62570735
Q41328,Q24936,P61,Q62601388
Q129900,Q118240,P61,Q62604924
Q121675,Q110022,P61,Q62649994
Q121677,Q110024,P61,Q62650000
Q121681,Q110028,P61,Q62650670
Q121679,Q110026,P61,Q62650741
Q121196,Q109543,P61,Q62657567
Q121401,Q109748,P61,Q62657646
Q121399,Q109746,P61,Q62657653
Q121397,Q109744,P61,Q62657659
Q126422,Q114760,P61,Q62704108
Q122506,Q110854,P61,Q62711980
Q130459,Q118798,P61,Q6271831
Q62880,Q47700,P61,Q6273838
Q49178,Q41811,P61,Q6273839
Q36948,Q24955,P61,Q6274394
Q42412,Q39789,P61,Q6274824
Q39878,Q24948,P61,Q6274851
Q39741,Q38144,P61,Q6274866
Q78175,Q52477,P61,Q6274886
Q36952,Q24956,P61,Q6277304
Q39785,Q22133,P61,Q6277425
Q128836,Q117175,P61,Q62781065
Q47213,Q24317,P61,Q6278275
Q119433,Q107780,P61,Q6280752
Q47116,Q22160,P61,Q6282570
Q131633,Q119970,P61,Q629117
Q58203,Q40019,P61,Q629767
Q127629,Q115968,P61,Q62978447
Q127631,Q115970,P61,Q62978706
Q128013,Q116353,P61,Q62999
Q122138,Q110486,P61,Q63049340
Q122136,Q110484,P61,Q63049344
Q122708,Q111055,P61,Q63050070
Q123198,Q111543,P61,Q63050265
Q139244,Q120287,P61,Q630794
Q129906,Q118246,P61,Q63098693
Q119289,Q107636,P61,Q6310793
Q121214,Q109561,P61,Q631083
Q127815,Q116154,P61,Q631142
Q125135,Q113474,P61,Q63120337
Q43976,Q42448,P61,Q63131415
Q129794,Q118134,P61,Q63184400
Q125169,Q113508,P61,Q63187558
Q131303,Q119640,P61,Q632413
Q129792,Q118132,P61,Q63247319
Q143646,Q122889,P61,Q63301
Q131814,Q120151,P61,Q63305
Q68939,Q44879,P61,Q63382863
Q131169,Q119507,P61,Q63436701
Q128956,Q117295,P61,Q63437
Q124464,Q112805,P61,Q63465056
Q124292,Q112634,P61,Q63601
Q129806,Q118146,P61,Q63797675
Q120831,Q109179,P61,Q6380078
Q129896,Q118236,P61,Q639401
Q51252,Q38203,P61,Q63958872
Q120723,Q109071,P61,Q6399605
Q129750,Q118090,P61,Q640060
Q121044,Q109391,P61,Q6400746
Q119361,Q107708,P61,Q6400960
Q120379,Q108726,P61,Q6402167
Q119064,Q107411,P61,Q6403243
Q121818,Q110166,P61,Q6405304
Q119576,Q107922,P61,Q6405861
Q119100,Q107447,P61,Q6406400
Q120184,Q108532,P61,Q6408431
Q69228,Q38785,P61,Q6409334
Q121816,Q110164,P61,Q6412829
Q119617,Q107962,P61,Q6414181
Q119949,Q108295,P61,Q6414189
Q119615,Q107960,P61,Q6414846
Q119943,Q108289,P61,Q6418302
Q139382,Q127016,P61,Q642075
Q120547,Q108894,P61,Q642283
Q127997,Q116337,P61,Q64276
Q122706,Q111053,P61,Q6441618
Q42352,Q41520,P61,Q6442375
Q47145,Q38421,P61,Q6442380
Q47908,Q24491,P61,Q6446275
Q63818,Q40180,P61,Q6446276
Q120451,Q108798,P61,Q6447904
Q130607,Q118946,P61,Q6451746
Q73705,Q34154,P61,Q6454483
Q125289,Q113628,P61,Q645739
Q147069,Q122414,P61,Q646297
Q68666,Q52389,P61,Q6463917
Q128011,Q116351,P61,Q64763457
Q68517,Q44759,P61,Q64784532
Q130793,Q119131,P61,Q6481263
Q128859,Q117199,P61,Q648938
Q124957,Q113297,P61,Q6495913
Q143565,Q122473,P61,Q65006
Q126100,Q114437,P61,Q650325
Q120150,Q108498,P61,Q65038133
Q126102,Q114439,P61,Q650499
Q126104,Q114441,P61,Q650536
Q119633,Q107978,P61,Q6505609
Q120086,Q108434,P61,Q6505610
Q125908,Q114245,P61,Q651213
Q127799,Q116138,P61,Q65129824
Q126788,Q115127,P61,Q65156111
Q126786,Q115125,P61,Q65156113
Q129834,Q118174,P61,Q65159587
Q124530,Q112871,P61,Q65166352
Q119749,Q108094,P61,Q6519029
Q126434,Q114772,P61,Q65209350
Q129210,Q117550,P61,Q65224661
Q51433,Q50986,P61,Q6526528
Q45236,Q22148,P61,Q65267787
Q52325,Q24365,P61,Q6529823
Q52321,Q24366,P61,Q6529866
Q120971,Q109319,P61,Q653213
Q120593,Q108940,P61,Q6534412
Q120076,Q108424,P61,Q6538437
Q124442,Q112783,P61,Q653945
Q125467,Q113806,P61,Q653983
Q126010,Q114347,P61,Q654121
Q120122,Q108470,P61,Q6541274
Q122761,Q111107,P61,Q65465027
Q123352,Q111697,P61,Q654673
Q122757,Q111103,P61,Q65474835
Q122763,Q111109,P61,Q65515717
Q122777,Q111123,P61,Q65515718
Q131720,Q120056,P61,Q65519183
Q123724,Q112068,P61,Q655756
Q41468,Q22159,P61,Q656008
Q51011,Q39930,P61,Q656135
Q141172,Q121961,P61,Q65633
Q120715,Q109063,P61,Q6579403
Q52001,Q23924,P61,Q6582095
Q43949,Q39721,P61,Q6582167
Q39919,Q37965,P61,Q6582179
Q43945,Q39717,P61,Q6582184
Q39855,Q37961,P61,Q6582191
Q63917,Q51909,P61,Q6582196
Q63668,Q47840,P61,Q6582200
Q122510,Q110858,P61,Q658446
Q123815,Q112154,P61,Q6584832
Q123823,Q112164,P61,Q659354
Q143698,Q121549,P61,Q659581
Q129458,Q117798,P61,Q65964226
Q131335,Q119672,P61,Q659649
Q147176,Q127626,P61,Q65966762
Q121144,Q109491,P61,Q660277
Q121146,Q109493,P61,Q660336
Q51231,Q38187,P61,Q6604644
Q58238,Q40067,P61,Q6604666
Q51241,Q38195,P61,Q6604704
Q58235,Q40063,P61,Q6604740
Q51236,Q38191,P61,Q6604752
Q39923,Q37969,P61,Q6604760
Q51246,Q38199,P61,Q6604783
Q63673,Q47848,P61,Q6605302
Q68912,Q52245,P61,Q6605316
Q36819,Q20893,P61,Q6605534
Q41420,Q35904,P61,Q6605750
Q51193,Q19182,P61,Q6606189
Q41763,Q31614,P61,Q6606463
Q47640,Q37095,P61,Q6606533
Q44435,Q20875,P61,Q6606661
Q51997,Q21609,P61,Q6607130
Q39709,Q20876,P61,Q6607313
Q46823,Q17585,P61,Q6607384
Q127199,Q115538,P61,Q661001
Q124236,Q112578,P61,Q661186
Q129202,Q117542,P61,Q661273
Q142151,Q54773,P61,Q661604
Q119152,Q107499,P61,Q662348
Q130168,Q118508,P61,Q662533
Q143650,Q121436,P61,Q663023
Q64007,Q52656,P61,Q6636019
Q49186,Q41924,P61,Q6636748
Q47141,Q34174,P61,Q6636757
Q44375,Q24906,P61,Q6636848
Q42558,Q24318,P61,Q6636881
Q57119,Q44623,P61,Q6636891
Q58526,Q40241,P61,Q6636908
Q40232,Q25013,P61,Q6636943
Q51441,Q38428,P61,Q6636952
Q51721,Q40176,P61,Q6636976
Q51965,Q22778,P61,Q6636988
Q62838,Q47764,P61,Q6637008
Q44169,Q18520,P61,Q6637910
Q41552,Q33874,P61,Q6638084
Q47064,Q24297,P61,Q6638123
Q47072,Q24304,P61,Q6638299
Q44185,Q30131,P61,Q6638511
Q47161,Q38570,P61,Q6638562
Q147089,Q122396,P61,Q664188
Q128420,Q116759,P61,Q66421
Q130086,Q118426,P61,Q664250
Q120321,Q108668,P61,Q6646622
Q73909,Q37269,P61,Q6656667
Q130953,Q119292,P61,Q665727
Q58160,Q47612,P61,Q6658418
Q143700,Q55559,P61,Q665874
Q58157,Q47608,P61,Q6658897
Q130467,Q118806,P61,Q6659565
Q128552,Q116891,P61,Q667122
Q63629,Q47952,P61,Q6672835
Q129735,Q118074,P61,Q667403
Q127241,Q115580,P61,Q66741044
Q63767,Q34970,P61,Q6678012
Q119813,Q108158,P61,Q66789549
Q128982,Q117321,P61,Q6681668
Q119941,Q108287,P61,Q66816924
Q68511,Q44750,P61,Q66828571
Q39773,Q22157,P61,Q668338
Q125029,Q113368,P61,Q6684511
Q140910,Q122315,P61,Q668970
Q143300,Q120774,P61,Q669189
Q130707,Q119045,P61,Q669201
Q63758,Q34958,P61,Q6699528
Q63752,Q34950,P61,Q6699643
Q78640,Q38689,P61,Q6699953
Q124144,Q112486,P61,Q6700642
Q119046,Q107393,P61,Q6704992
Q131730,Q120067,P61,Q67084705
Q140865,Q118435,P61,Q6711563
Q129798,Q118138,P61,Q6713340
Q123981,Q112322,P61,Q671344
Q119275,Q107622,P61,Q67135803
Q129802,Q118142,P61,Q6713644
Q143297,Q123273,P61,Q6715047
Q126733,Q115073,P61,Q671572
Q124909,Q113249,P61,Q672055
Q78634,Q38677,P61,Q6721226
Q147154,Q128075,P61,Q672163
Q37957,Q22914,P61,Q672741
Q120991,Q109339,P61,Q6728090
Q47519,Q22358,P61,Q6729104
Q44367,Q24596,P61,Q6729110
Q51945,Q20416,P61,Q6729112
Q49197,Q44523,P61,Q6729123
Q120345,Q108692,P61,Q6731181
Q78678,Q38705,P61,Q6732223
Q128572,Q116911,P61,Q673289
Q119080,Q107427,P61,Q6740568
Q73895,Q38681,P61,Q6743224
Q119317,Q107664,P61,Q6743638
Q124913,Q113253,P61,Q67444544
Q124480,Q112821,P61,Q6746565
Q143655,Q128051,P61,Q674931
Q146869,Q118603,P61,Q6751540
Q120907,Q109255,P61,Q6756450
Q138260,Q121267,P61,Q675847
Q78720,Q38765,P61,Q67586356
Q119371,Q107718,P61,Q6758866
Q125281,Q113620,P61,Q676082
Q120529,Q108876,P61,Q6760972
Q51558,Q44318,P61,Q677209
Q119215,Q107562,P61,Q6777752
Q63749,Q34946,P61,Q6779816
Q122042,Q110390,P61,Q678000
Q68945,Q34345,P61,Q6780884
Q57224,Q42096,P61,Q6782487
Q48345,Q22268,P61,Q6788031
Q57122,Q38416,P61,Q6788036
Q41721,Q22765,P61,Q6788045
Q52975,Q24478,P61,Q6788049
Q58136,Q51953,P61,Q6788060
Q45116,Q34242,P61,Q6788062
Q63845,Q47772,P61,Q6788069
Q44189,Q18522,P61,Q6788070
Q52712,Q16177,P61,Q6788072
Q51578,Q44338,P61,Q6788220
Q120029,Q108375,P61,Q67921864
Q78616,Q38733,P61,Q6793594
Q78670,Q38753,P61,Q6793625
Q119631,Q107976,P61,Q6795398
Q119146,Q107493,P61,Q6800761
Q139343,Q121398,P61,Q68012
Q126687,Q115027,P61,Q680318
Q119659,Q108004,P61,Q6804526
Q119929,Q108275,P61,Q6807847
Q120351,Q108698,P61,Q6813920
Q120025,Q108371,P61,Q6814215
Q120613,Q108961,P61,Q681523
Q124436,Q112777,P61,Q6816670
Q122480,Q110828,P61,Q68168737
Q123146,Q111491,P61,Q681922
Q73942,Q37281,P61,Q6819620
Q69213,Q37277,P61,Q6821131
Q78628,Q38669,P61,Q6823793
Q131816,Q120153,P61,Q68247
Q143645,Q122887,P61,Q68259
Q119611,Q107956,P61,Q6827124
Q120158,Q108506,P61,Q6830610
Q140926,Q120346,P61,Q683340
Q126947,Q115285,P61,Q683971
Q120999,Q109347,P61,Q6842082
Q129012,Q117351,P61,Q68466026
Q121142,Q109489,P61,Q685020
Q138246,Q121101,P61,Q68508
Q124790,Q113131,P61,Q6850909
Q128640,Q116979,P61,Q685118
Q130257,Q118596,P61,Q685195
Q124772,Q113113,P61,Q6861895
Q119544,Q107890,P61,Q68678851
Q119546,Q107892,P61,Q68678967
Q119558,Q107904,P61,Q68679672
Q125073,Q113412,P61,Q6872071
Q120172,Q108520,P61,Q6874431
Q119204,Q107550,P61,Q68878217
Q128172,Q116511,P61,Q688842
Q119997,Q108343,P61,Q6892574
Q58154,Q47604,P61,Q6899853
Q147091,Q122273,P61,Q690990
Q128066,Q116405,P61,Q69293331
Q78619,Q38729,P61,Q6930436
Q129238,Q117578,P61,Q69317
Q119472,Q107818,P61,Q6932179
Q129234,Q117574,P61,Q69325
Q129240,Q117580,P61,Q69334
Q128879,Q117219,P61,Q69336
Q129517,Q117856,P61,Q693710
Q130759,Q119097,P61,Q693896
Q128218,Q116557,P61,Q693903
Q120797,Q109145,P61,Q6940000
Q119705,Q108050,P61,Q6943009
Q127410,Q115750,P61,Q694696
Q131655,Q119992,P61,Q6949546
Q52700,Q20435,P61,Q6956818
Q40164,Q25145,P61,Q6956824
Q51729,Q36977,P61,Q6956825
Q52716,Q18711,P61,Q6956831
Q123306,Q111651,P61,Q695950
Q119903,Q108249,P61,Q6960007
Q131780,Q120117,P61,Q69626
Q120875,Q109223,P61,Q6966007
Q122856,Q111203,P61,Q697165
Q131806,Q120143,P61,Q697220
Q139207,Q120364,P61,Q697232
Q127935,Q116275,P61,Q697391
Q126905,Q115243,P61,Q697627
Q140924,Q120660,P61,Q697677
Q131690,Q120026,P61,Q697703
Q127977,Q116317,P61,Q697789
Q120485,Q108832,P61,Q69784721
Q120601,Q108948,P61,Q69784748
Q120815,Q109163,P61,Q69785396
Q120883,Q109231,P61,Q69785423
Q120939,Q109287,P61,Q69785452
Q121005,Q109353,P61,Q69785482
Q121371,Q109718,P61,Q69785642
Q122020,Q110368,P61,Q69785917
Q122478,Q110826,P61,Q69785967
Q125023,Q113362,P61,Q69786104
Q128630,Q116969,P61,Q698264
Q125291,Q113630,P61,Q698303
Q122364,Q110712,P61,Q698310
Q127985,Q116325,P61,Q699248
Q51468,Q34286,P61,Q6992502
Q52757,Q30416,P61,Q6992553
Q43816,Q41734,P61,Q6992623
Q45044,Q20340,P61,Q6992715
Q52955,Q27377,P61,Q6992748
Q51453,Q34274,P61,Q6992776
Q51476,Q20347,P61,Q6992816
Q52769,Q17174,P61,Q6992849
Q41725,Q22766,P61,Q6992886
Q52834,Q30412,P61,Q6992919
Q51458,Q34278,P61,Q6993119
Q41730,Q22759,P61,Q6993155
Q39685,Q22760,P61,Q6993203
Q52830,Q18656,P61,Q6993255
Q36767,Q20889,P61,Q6993284
Q52826,Q18655,P61,Q6993326
Q48277,Q22266,P61,Q6993350
Q46600,Q30400,P61,Q6993372
Q51463,Q20344,P61,Q6993401
Q48213,Q17183,P61,Q6993442
Q37929,Q22858,P61,Q6993473
Q44016,Q34282,P61,Q6993606
Q49220,Q41508,P61,Q6993634
Q52818,Q16149,P61,Q6993673
Q39625,Q24355,P61,Q6993699
Q48325,Q17175,P61,Q6993725
Q73924,Q36390,P61,Q699503
Q73921,Q37249,P61,Q699513
Q73351,Q47960,P61,Q699674
Q44519,Q20215,P61,Q6997311
Q44161,Q18523,P61,Q6997367
Q44157,Q18524,P61,Q6997412
Q44165,Q18525,P61,Q6997436
Q44173,Q17107,P61,Q6997477
Q39633,Q33870,P61,Q6997513
Q39830,Q22136,P61,Q6997629
Q39769,Q33952,P61,Q6997665
Q44153,Q18526,P61,Q6997690
Q47273,Q20207,P61,Q6997727
Q44177,Q18527,P61,Q6997808
Q43943,Q22099,P61,Q6997853
Q44149,Q30135,P61,Q6997990
Q47068,Q24298,P61,Q6998037
Q41556,Q20177,P61,Q6998088
Q52085,Q42428,P61,Q6998139
Q43939,Q22098,P61,Q6998193
Q41689,Q38096,P61,Q6998305
Q47157,Q20379,P61,Q6998366
Q47721,Q22163,P61,Q6998419
Q41839,Q18529,P61,Q6998470
Q129228,Q117568,P61,Q700087
Q129541,Q117880,P61,Q700113
Q129204,Q117544,P61,Q700276
Q49212,Q38424,P61,Q700317
Q41868,Q20200,P61,Q7004063
Q51622,Q41755,P61,Q7004109
Q63938,Q42550,P61,Q7004131
Q46847,Q19158,P61,Q7004151
Q41872,Q20196,P61,Q7004178
Q41876,Q20199,P61,Q7004218
Q46831,Q19154,P61,Q7004311
Q41484,Q22776,P61,Q7004531
Q51619,Q16124,P61,Q7004785
Q39701,Q24917,P61,Q7004830
Q41865,Q20201,P61,Q7004882
Q41880,Q20202,P61,Q7004928
Q41847,Q22137,P61,Q7004966
Q41884,Q20198,P61,Q7005143
Q41480,Q22775,P61,Q7005186
Q44531,Q22139,P61,Q7005227
Q129260,Q117600,P61,Q700593
Q125639,Q113978,P61,Q700599
Q36787,Q20894,P61,Q701201
Q36190,Q22838,P61,Q701503
Q68924,Q44859,P61,Q701990
Q130533,Q118872,P61,Q70248111
Q130693,Q119031,P61,Q70252125
Q128871,Q117211,P61,Q702861
Q44073,Q41644,P61,Q7034591
Q128918,Q117257,P61,Q703833
Q127009,Q115348,P61,Q7041639
Q126116,Q114453,P61,Q704183
Q130639,Q118977,P61,Q704306
Q123090,Q111436,P61,Q704523
Q78625,Q38665,P61,Q704568
Q121032,Q109379,P61,Q704662
Q125238,Q55751,P61,Q704892
Q51797,Q40143,P61,Q705147
Q121530,Q109878,P61,Q705150
Q121553,Q109900,P61,Q705362
Q130224,Q118564,P61,Q706099
Q131497,Q119834,P61,Q706185
Q126806,Q115145,P61,Q706398
Q126418,Q114756,P61,Q706481
Q124434,Q112775,P61,Q7069865
Q120961,Q109309,P61,Q707399
