Primary_QID,Secondary_QID,Primary_Name,Secondary_Name,Similarity,Reason,Primary_Properties,Secondary_Properties,Action,Status
Q64622,Q6093,Diego  Apasa Canqui,Diego Apasa Canqui,0.973,name_similarity,7,6,MERGE,PENDING
Q37152,Q4405,Luis  Pérez Coronel,Luis Pérez Coronel,0.973,name_similarity,8,6,MERGE,PENDING
Q59557,Q4405,Luis  Pérez Coronel,Luis Pérez Coronel,0.973,name_similarity,7,6,MERGE,PENDING
Q44522,Q6242,Rosa  Correa Angulo,Rosa Correa Angulo,0.973,name_similarity,8,6,MERGE,PENDING
Q65069,Q6242,Rosa  Correa Angulo,Rosa Correa Angulo,0.973,name_similarity,7,6,MERGE,PENDING
Q44748,Q6298,Luis  Henao Rengifo,Luis Henao Rengifo,0.973,name_similarity,8,6,MERGE,PENDING
Q65239,Q6298,Luis  Henao Rengifo,Luis Henao Rengifo,0.973,name_similarity,7,6,MERGE,PENDING
Q37490,Q4488,Alonso  de Alvarado,Alonso de Alvarado,0.973,name_similarity,8,6,MERGE,PENDING
Q59807,Q4488,Alonso  de Alvarado,Alonso de Alvarado,0.973,name_similarity,7,6,MERGE,PENDING
Q45016,Q6365,Miguel  Diaz Moreno,Miguel Diaz Moreno,0.973,name_similarity,8,6,MERGE,PENDING
Q65440,Q6365,Miguel  Diaz Moreno,Miguel Diaz Moreno,0.973,name_similarity,7,6,MERGE,PENDING
Q45024,Q6367,Andrea  Diaz Moreno,Andrea Diaz Moreno,0.973,name_similarity,9,6,MERGE,PENDING
Q65446,Q6367,Andrea  Diaz Moreno,Andrea Diaz Moreno,0.973,name_similarity,7,6,MERGE,PENDING
Q37780,Q4560,Samuel  Oberholtzer,Samuel Oberholtzer,0.973,name_similarity,8,6,MERGE,PENDING
Q60023,Q4560,Samuel  Oberholtzer,Samuel Oberholtzer,0.973,name_similarity,7,6,MERGE,PENDING
Q37784,Q4561,Regula  Oberholtzer,Regula Oberholtzer,0.973,name_similarity,8,6,MERGE,PENDING
Q60026,Q4561,Regula  Oberholtzer,Regula Oberholtzer,0.973,name_similarity,7,6,MERGE,PENDING
Q37796,Q4564,Martin  Oberholtzer,Martin Oberholtzer,0.973,name_similarity,8,6,MERGE,PENDING
Q60035,Q4564,Martin  Oberholtzer,Martin Oberholtzer,0.973,name_similarity,7,6,MERGE,PENDING
Q32455,Q3238,Gonçalo  de Cabrero,Gonçalo de Cabrero,0.973,name_similarity,12,6,MERGE,PENDING
Q32864,Q3340,Juliana  de Polanco,Juliana de Polanco,0.973,name_similarity,14,8,MERGE,PENDING
Q33005,Q3375,Alonso Lopez  Senor,Alonso Lopez Senor,0.973,name_similarity,13,6,MERGE,PENDING
Q33329,Q3456,Pedro  de Cervantes,Pedro de Cervantes,0.973,name_similarity,11,6,MERGE,PENDING
Q33458,Q3488,Luisa  de Cervantes,Luisa de Cervantes,0.973,name_similarity,12,8,MERGE,PENDING
Q33588,Q3520,Violante  de Zunega,Violante de Zunega,0.973,name_similarity,13,6,MERGE,PENDING
Q56904,Q3520,Violante  de Zunega,Violante de Zunega,0.973,name_similarity,7,6,MERGE,PENDING
Q34295,Q3696,NN  de Gante y Malo,NN de Gante y Malo,0.973,name_similarity,11,6,MERGE,PENDING
Q104920,Q3696,NN  de Gante y Malo,NN de Gante y Malo,0.973,name_similarity,7,6,MERGE,PENDING
Q57432,Q3696,NN  de Gante y Malo,NN de Gante y Malo,0.973,name_similarity,7,6,MERGE,PENDING
Q93255,Q3696,NN  de Gante y Malo,NN de Gante y Malo,0.973,name_similarity,9,6,MERGE,PENDING
Q34311,Q3700,Avraham  Provenzale,Avraham Provenzale,0.973,name_similarity,12,7,MERGE,PENDING
Q57444,Q3700,Avraham  Provenzale,Avraham Provenzale,0.973,name_similarity,8,7,MERGE,PENDING
Q34601,Q3772,Beatriz  de Polanco,Beatriz de Polanco,0.973,name_similarity,13,7,MERGE,PENDING
Q57657,Q3772,Beatriz  de Polanco,Beatriz de Polanco,0.973,name_similarity,8,7,MERGE,PENDING
Q34625,Q3778,Juan  Pérez Polanco,Juan Pérez Polanco,0.973,name_similarity,13,7,MERGE,PENDING
Q57675,Q3778,Juan  Pérez Polanco,Juan Pérez Polanco,0.973,name_similarity,8,7,MERGE,PENDING
Q34648,Q3784,Fray Diego  Polanco,Fray Diego Polanco,0.973,name_similarity,12,6,MERGE,PENDING
Q34668,Q3789,Antonia  de Polanco,Antonia de Polanco,0.973,name_similarity,12,7,MERGE,PENDING
Q57708,Q3789,Antonia  de Polanco,Antonia de Polanco,0.973,name_similarity,8,7,MERGE,PENDING
Q111743,Q104835,Sança de Barcelona,Sança  de Barcelona,0.973,name_similarity,13,11,MERGE,PENDING
Q104835,Q123398,Sança  de Barcelona,Sança de Barcelona,0.973,name_similarity,11,9,MERGE,PENDING
Q105375,Q79489,D.Constança Soares,D.Constança  Soares,0.973,name_similarity,10,9,MERGE,PENDING
Q105375,Q91929,D.Constança Soares,D.Constança  Soares,0.973,name_similarity,10,7,MERGE,PENDING
Q79489,Q117028,D.Constança  Soares,D.Constança Soares,0.973,name_similarity,9,8,MERGE,PENDING
Q117028,Q91929,D.Constança Soares,D.Constança  Soares,0.973,name_similarity,8,7,MERGE,PENDING
Q82866,Q82872,Francisca  de Abreu,Francisca de Abreu,0.973,name_similarity,8,7,MERGE,PENDING
Q82866,Q94562,Francisca  de Abreu,Francisca de Abreu,0.973,name_similarity,8,6,MERGE,PENDING
Q82872,Q94556,Francisca de Abreu,Francisca  de Abreu,0.973,name_similarity,7,7,MERGE,PENDING
Q94556,Q94562,Francisca  de Abreu,Francisca de Abreu,0.973,name_similarity,7,6,MERGE,PENDING
Q26638,Q16666,Jokoin-den (Wife of Toyama Hayatosa),Jokoin-den (wife of Toyama Hayatosa),0.972,name_similarity,7,1,MERGE,PENDING
Q26853,Q16792,Shōunin (wife of Fukushima Masanobu),Shōunin (Wife of Fukushima Masanobu),0.972,name_similarity,9,1,MERGE,PENDING
Q33846,Q20160,Shinryoin (wife of Mizuno Tadayoshi),Shinryoin (Wife of Mizuno Tadayoshi),0.972,name_similarity,8,1,MERGE,PENDING
Q61565,Q62552,"Constantius I Chlorus, Roman Emperor",Constantius I Chlorus  Roman Emperor,0.972,name_similarity,12,10,MERGE,PENDING
Q61565,Q80100,"Constantius I Chlorus, Roman Emperor",Constantius I Chlorus  Roman Emperor,0.972,name_similarity,12,10,MERGE,PENDING
Q79116,Q62552,"Constantius I Chlorus, Roman Emperor",Constantius I Chlorus  Roman Emperor,0.972,name_similarity,13,10,MERGE,PENDING
Q79116,Q80100,"Constantius I Chlorus, Roman Emperor",Constantius I Chlorus  Roman Emperor,0.972,name_similarity,13,10,MERGE,PENDING
Q112593,Q111940,Dordia Osorez Reina consorte de León,Dordia Osorez reina consorte de León,0.972,name_similarity,9,8,MERGE,PENDING
Q26832,Q16783,Nanshōin (wife of Anayama Nobutomo),Nanshōin (Wife of Anayama Nobutomo),0.971,name_similarity,8,1,MERGE,PENDING
Q153672,Q1936,Proctotrupomorpha?,Proctotrupomorpha,0.971,name_similarity,9,7,MERGE,PENDING
Q153402,Q153672,Proctotrupomorpha,Proctotrupomorpha?,0.971,name_similarity,9,9,MERGE,PENDING
Q77671,Q151505,Helvidius  Priscus,Helvidius Priscus,0.971,name_similarity,12,11,MERGE,PENDING
Q151505,Q90720,Helvidius Priscus,Helvidius  Priscus,0.971,name_similarity,11,9,MERGE,PENDING
Q76789,Q151653,Quintus  Caecilius,Quintus Caecilius,0.971,name_similarity,10,8,MERGE,PENDING
Q151653,Q90132,Quintus Caecilius,Quintus  Caecilius,0.971,name_similarity,8,8,MERGE,PENDING
Q76789,Q144066,Quintus  Caecilius,Quintus Caecilius,0.971,name_similarity,10,9,MERGE,PENDING
Q144066,Q90132,Quintus Caecilius,Quintus  Caecilius,0.971,name_similarity,9,8,MERGE,PENDING
Q64235,Q151910,Plautia  Octavilla,Plautia Octavilla,0.971,name_similarity,12,11,MERGE,PENDING
Q81748,Q151910,Plautia  Octavilla,Plautia Octavilla,0.971,name_similarity,12,11,MERGE,PENDING
Q152401,Q26161,Pelod Bios Quiyah,Pelod  Bios Quiyah,0.971,name_similarity,7,6,MERGE,PENDING
Q26161,Q306,Pelod  Bios Quiyah,Pelod Bios Quiyah,0.971,name_similarity,6,6,MERGE,PENDING
Q26161,Q6395,Pelod  Bios Quiyah,Pelod Bios Quiyah,0.971,name_similarity,6,6,MERGE,PENDING
Q152402,Q26163,Aroch Bios Quiyah,Aroch  Bios Quiyah,0.971,name_similarity,7,6,MERGE,PENDING
Q26163,Q307,Aroch  Bios Quiyah,Aroch Bios Quiyah,0.971,name_similarity,6,6,MERGE,PENDING
Q26163,Q6396,Aroch  Bios Quiyah,Aroch Bios Quiyah,0.971,name_similarity,6,6,MERGE,PENDING
Q152403,Q26165,Nerod Bios Quiyah,Nerod  Bios Quiyah,0.971,name_similarity,7,6,MERGE,PENDING
Q26165,Q308,Nerod  Bios Quiyah,Nerod Bios Quiyah,0.971,name_similarity,6,6,MERGE,PENDING
Q26165,Q6397,Nerod  Bios Quiyah,Nerod Bios Quiyah,0.971,name_similarity,6,6,MERGE,PENDING
Q152407,Q26173,Lammes Bios Attle,Lammes  Bios Attle,0.971,name_similarity,7,6,MERGE,PENDING
Q26173,Q312,Lammes  Bios Attle,Lammes Bios Attle,0.971,name_similarity,6,6,MERGE,PENDING
Q26173,Q6401,Lammes  Bios Attle,Lammes Bios Attle,0.971,name_similarity,6,6,MERGE,PENDING
Q152414,Q26186,Hanad Viros Ehēca,Hanad  Viros Ehēca,0.971,name_similarity,7,1,MERGE,PENDING
Q26186,Q319,Hanad  Viros Ehēca,Hanad Viros Ehēca,0.971,name_similarity,1,1,MERGE,PENDING
Q26186,Q6408,Hanad  Viros Ehēca,Hanad Viros Ehēca,0.971,name_similarity,1,1,MERGE,PENDING
Q152417,Q26190,Alok Viros Quiyah,Alok  Viros Quiyah,0.971,name_similarity,7,6,MERGE,PENDING
Q26190,Q322,Alok  Viros Quiyah,Alok Viros Quiyah,0.971,name_similarity,6,6,MERGE,PENDING
Q26190,Q6411,Alok  Viros Quiyah,Alok Viros Quiyah,0.971,name_similarity,6,6,MERGE,PENDING
Q152420,Q26197,Oblas Viros Attle,Oblas  Viros Attle,0.971,name_similarity,7,6,MERGE,PENDING
Q26197,Q325,Oblas  Viros Attle,Oblas Viros Attle,0.971,name_similarity,6,6,MERGE,PENDING
Q26197,Q6414,Oblas  Viros Attle,Oblas Viros Attle,0.971,name_similarity,6,6,MERGE,PENDING
Q152422,Q26201,Romas Viros Attle,Romas  Viros Attle,0.971,name_similarity,7,6,MERGE,PENDING
Q26201,Q327,Romas  Viros Attle,Romas Viros Attle,0.971,name_similarity,6,6,MERGE,PENDING
Q26201,Q6416,Romas  Viros Attle,Romas Viros Attle,0.971,name_similarity,6,6,MERGE,PENDING
Q152423,Q26203,Nemla Viros Attle,Nemla  Viros Attle,0.971,name_similarity,7,6,MERGE,PENDING
Q26203,Q328,Nemla  Viros Attle,Nemla Viros Attle,0.971,name_similarity,6,6,MERGE,PENDING
Q26203,Q6417,Nemla  Viros Attle,Nemla Viros Attle,0.971,name_similarity,6,6,MERGE,PENDING
Q101471,Q110944,Frumarico  Aboazar,Frumarico Aboazar,0.971,name_similarity,12,10,MERGE,PENDING
Q101471,Q122596,Frumarico  Aboazar,Frumarico Aboazar,0.971,name_similarity,12,8,MERGE,PENDING
Q110944,Q113132,Frumarico Aboazar,Frumarico  Aboazar,0.971,name_similarity,10,8,MERGE,PENDING
Q113132,Q122596,Frumarico  Aboazar,Frumarico Aboazar,0.971,name_similarity,8,8,MERGE,PENDING
Q101508,Q3249,Isabel  de Francia,Isabel de Francia,0.971,name_similarity,7,6,MERGE,PENDING
Q32499,Q3249,Isabel  de Francia,Isabel de Francia,0.971,name_similarity,10,6,MERGE,PENDING
Q89829,Q3249,Isabel  de Francia,Isabel de Francia,0.971,name_similarity,10,6,MERGE,PENDING
Q101606,Q3823,Shaltiel  Shaltiel,Shaltiel Shaltiel,0.971,name_similarity,7,7,MERGE,PENDING
Q101867,Q3823,Shaltiel  Shaltiel,Shaltiel Shaltiel,0.971,name_similarity,7,7,MERGE,PENDING
Q34805,Q3823,Shaltiel  Shaltiel,Shaltiel Shaltiel,0.971,name_similarity,12,7,MERGE,PENDING
Q57811,Q3823,Shaltiel  Shaltiel,Shaltiel Shaltiel,0.971,name_similarity,8,7,MERGE,PENDING
Q89927,Q3823,Shaltiel  Shaltiel,Shaltiel Shaltiel,0.971,name_similarity,9,7,MERGE,PENDING
Q90187,Q3823,Shaltiel  Shaltiel,Shaltiel Shaltiel,0.971,name_similarity,9,7,MERGE,PENDING
Q101794,Q112398,Froiloba  Bermúdez,Froiloba Bermúdez,0.971,name_similarity,10,10,MERGE,PENDING
Q101794,Q124057,Froiloba  Bermúdez,Froiloba Bermúdez,0.971,name_similarity,10,7,MERGE,PENDING
Q112398,Q113457,Froiloba Bermúdez,Froiloba  Bermúdez,0.971,name_similarity,10,7,MERGE,PENDING
Q113457,Q124057,Froiloba  Bermúdez,Froiloba Bermúdez,0.971,name_similarity,7,7,MERGE,PENDING
Q133344,Q101959,Icarius of Sparta,Icarius  of Sparta,0.971,name_similarity,11,7,MERGE,PENDING
Q90279,Q133344,Icarius  of Sparta,Icarius of Sparta,0.971,name_similarity,11,11,MERGE,PENDING
Q102563,Q123440,Amat  de Montsoriu,Amat de Montsoriu,0.971,name_similarity,12,10,MERGE,PENDING
Q103618,Q3255,Francisco  Sánchez,Francisco Sánchez,0.971,name_similarity,7,6,MERGE,PENDING
Q32523,Q3255,Francisco  Sánchez,Francisco Sánchez,0.971,name_similarity,10,6,MERGE,PENDING
Q91942,Q3255,Francisco  Sánchez,Francisco Sánchez,0.971,name_similarity,9,6,MERGE,PENDING
Q104020,Q3471,Juan  de la Puente,Juan de la Puente,0.971,name_similarity,7,6,MERGE,PENDING
Q33390,Q3471,Juan  de la Puente,Juan de la Puente,0.971,name_similarity,11,6,MERGE,PENDING
Q92346,Q3471,Juan  de la Puente,Juan de la Puente,0.971,name_similarity,9,6,MERGE,PENDING
Q36308,Q21181,Cui Shi (Concubine of Emperor Yang),Cui Shi (concubine of Emperor Yang),0.971,name_similarity,8,1,MERGE,PENDING
Q28227,Q2291,CHITRARATH  Rasadu,CHITRARATH Rasadu,0.971,name_similarity,10,7,MERGE,PENDING
Q28388,Q2331,DILĪPA 1  Anshumān,DILĪPA 1 Anshumān,0.971,name_similarity,12,1,MERGE,PENDING
Q28445,Q2345,PRATIINDHAKA  MARU,PRATIINDHAKA MARU,0.971,name_similarity,10,7,MERGE,PENDING
Q25280,Q271,Hesper  Hesperides,Hesper Hesperides,0.971,name_similarity,2,1,MERGE,PENDING
Q276,Q25280,Hesper Hesperides,Hesper  Hesperides,0.971,name_similarity,5,2,MERGE,PENDING
Q283,Q25280,Hesper Hesperides,Hesper  Hesperides,0.971,name_similarity,11,2,MERGE,PENDING
Q294,Q25280,Hesper Hesperides,Hesper  Hesperides,0.971,name_similarity,6,2,MERGE,PENDING
Q6383,Q25280,Hesper Hesperides,Hesper  Hesperides,0.971,name_similarity,6,2,MERGE,PENDING
Q25289,Q271,Hesper  Hesperides,Hesper Hesperides,0.971,name_similarity,6,1,MERGE,PENDING
Q25289,Q276,Hesper  Hesperides,Hesper Hesperides,0.971,name_similarity,6,5,MERGE,PENDING
Q283,Q25289,Hesper Hesperides,Hesper  Hesperides,0.971,name_similarity,11,6,MERGE,PENDING
Q25289,Q294,Hesper  Hesperides,Hesper Hesperides,0.971,name_similarity,6,6,MERGE,PENDING
Q25289,Q6383,Hesper  Hesperides,Hesper Hesperides,0.971,name_similarity,6,6,MERGE,PENDING
Q26140,Q271,Hesper  Hesperides,Hesper Hesperides,0.971,name_similarity,6,1,MERGE,PENDING
Q26140,Q276,Hesper  Hesperides,Hesper Hesperides,0.971,name_similarity,6,5,MERGE,PENDING
Q283,Q26140,Hesper Hesperides,Hesper  Hesperides,0.971,name_similarity,11,6,MERGE,PENDING
Q26140,Q294,Hesper  Hesperides,Hesper Hesperides,0.971,name_similarity,6,6,MERGE,PENDING
Q26140,Q6383,Hesper  Hesperides,Hesper Hesperides,0.971,name_similarity,6,6,MERGE,PENDING
Q29718,Q2565,Niger-Congo  E1b1a,Niger-Congo E1b1a,0.971,name_similarity,9,6,MERGE,PENDING
Q30044,Q2640,Virosol  Viros Sol,Virosol Viros Sol,0.971,name_similarity,11,6,MERGE,PENDING
Q30064,Q2645,Vigirus  The Virus,Vigirus The Virus,0.971,name_similarity,8,5,MERGE,PENDING
Q30164,Q2670,Chlobori  Chlobori,Chlobori Chlobori,0.971,name_similarity,9,6,MERGE,PENDING
Q30180,Q2674,Myxo  Myxobacteria,Myxo Myxobacteria,0.971,name_similarity,9,6,MERGE,PENDING
Q30273,Q2697,Vigora  Neokaryota,Vigora Neokaryota,0.971,name_similarity,11,6,MERGE,PENDING
Q31002,Q2878,Inés  de Cervantes,Inés de Cervantes,0.971,name_similarity,10,6,MERGE,PENDING
Q31986,Q2878,Inés  de Cervantes,Inés de Cervantes,0.971,name_similarity,12,6,MERGE,PENDING
Q35324,Q2878,Inés  de Cervantes,Inés de Cervantes,0.971,name_similarity,11,6,MERGE,PENDING
Q31002,Q3121,Inés  de Cervantes,Inés de Cervantes,0.971,name_similarity,10,6,MERGE,PENDING
Q31002,Q3951,Inés  de Cervantes,Inés de Cervantes,0.971,name_similarity,10,6,MERGE,PENDING
Q31986,Q3121,Inés  de Cervantes,Inés de Cervantes,0.971,name_similarity,12,6,MERGE,PENDING
Q35324,Q3121,Inés  de Cervantes,Inés de Cervantes,0.971,name_similarity,11,6,MERGE,PENDING
Q31986,Q3951,Inés  de Cervantes,Inés de Cervantes,0.971,name_similarity,12,6,MERGE,PENDING
Q35324,Q3951,Inés  de Cervantes,Inés de Cervantes,0.971,name_similarity,11,6,MERGE,PENDING
Q31038,Q2887,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,15,9,MERGE,PENDING
Q31954,Q2887,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,11,9,MERGE,PENDING
Q32054,Q2887,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,10,9,MERGE,PENDING
Q33478,Q2887,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,12,9,MERGE,PENDING
Q2887,Q56823,Juan de Cervantes,Juan  de Cervantes,0.971,name_similarity,9,8,MERGE,PENDING
Q31038,Q3113,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,15,6,MERGE,PENDING
Q31038,Q3138,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,15,6,MERGE,PENDING
Q31038,Q3493,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,15,7,MERGE,PENDING
Q31954,Q3113,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,11,6,MERGE,PENDING
Q32054,Q3113,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,10,6,MERGE,PENDING
Q33478,Q3113,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,12,6,MERGE,PENDING
Q56823,Q3113,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,8,6,MERGE,PENDING
Q31954,Q3138,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,11,6,MERGE,PENDING
Q32054,Q3138,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,10,6,MERGE,PENDING
Q33478,Q3138,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,12,6,MERGE,PENDING
Q56823,Q3138,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,8,6,MERGE,PENDING
Q31954,Q3493,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,11,7,MERGE,PENDING
Q32054,Q3493,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,10,7,MERGE,PENDING
Q33478,Q3493,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,12,7,MERGE,PENDING
Q56823,Q3493,Juan  de Cervantes,Juan de Cervantes,0.971,name_similarity,8,7,MERGE,PENDING
Q31227,Q2934,Maria  de Maluenda,Maria de Maluenda,0.971,name_similarity,11,6,MERGE,PENDING
Q31291,Q2950,Venancia  de Ariño,Venancia de Ariño,0.971,name_similarity,10,6,MERGE,PENDING
Q31295,Q2951,Gerónima  de Ariño,Gerónima de Ariño,0.971,name_similarity,11,6,MERGE,PENDING
Q31464,Q2993,Esther  ibn Yachya,Esther ibn Yachya,0.971,name_similarity,11,7,MERGE,PENDING
Q31468,Q2994,Regina  ibn Yachya,Regina ibn Yachya,0.971,name_similarity,11,7,MERGE,PENDING
Q32074,Q3143,Leonor  de Andrada,Leonor de Andrada,0.971,name_similarity,10,6,MERGE,PENDING
Q32098,Q3149,Juana  de Castilla,Juana de Castilla,0.971,name_similarity,10,6,MERGE,PENDING
Q32110,Q3152,Teresa  de Mendoza,Teresa de Mendoza,0.971,name_similarity,12,6,MERGE,PENDING
Q32266,Q3203,FERNANDO  DE OÑATE,FERNANDO DE OÑATE,0.971,name_similarity,13,6,MERGE,PENDING
Q32314,Q3203,FERNANDO  DE OÑATE,FERNANDO DE OÑATE,0.971,name_similarity,10,6,MERGE,PENDING
Q38186,Q4661,Asa  King of Judah,Asa King of Judah,0.971,name_similarity,10,6,MERGE,PENDING
Q60327,Q4661,Asa  King of Judah,Asa King of Judah,0.971,name_similarity,7,6,MERGE,PENDING
Q34836,Q3830,Francisca  Coronel,Francisca Coronel,0.971,name_similarity,12,7,MERGE,PENDING
Q3830,Q57832,Francisca Coronel,Francisca  Coronel,0.971,name_similarity,7,7,MERGE,PENDING
Q38403,Q4715,Opochtli -  Leader,Opochtli - Leader,0.971,name_similarity,11,6,MERGE,PENDING
Q60489,Q4715,Opochtli -  Leader,Opochtli - Leader,0.971,name_similarity,7,6,MERGE,PENDING
Q39124,Q4895,Acatlán  Moctezuma,Acatlán Moctezuma,0.971,name_similarity,9,6,MERGE,PENDING
Q61030,Q4895,Acatlán  Moctezuma,Acatlán Moctezuma,0.971,name_similarity,7,6,MERGE,PENDING
Q35172,Q3913,Hans Henrich  Frey,Hans Henrich Frey,0.971,name_similarity,14,8,MERGE,PENDING
Q58081,Q3913,Hans Henrich  Frey,Hans Henrich Frey,0.971,name_similarity,9,8,MERGE,PENDING
Q35196,Q3919,Hans Rudolph  Frey,Hans Rudolph Frey,0.971,name_similarity,13,8,MERGE,PENDING
Q58099,Q3919,Hans Rudolph  Frey,Hans Rudolph Frey,0.971,name_similarity,9,8,MERGE,PENDING
Q39201,Q4914,Gabriel  Moctezuma,Gabriel Moctezuma,0.971,name_similarity,8,6,MERGE,PENDING
Q61087,Q4914,Gabriel  Moctezuma,Gabriel Moctezuma,0.971,name_similarity,7,6,MERGE,PENDING
Q39205,Q4915,Juana  de Alvarado,Juana de Alvarado,0.971,name_similarity,10,6,MERGE,PENDING
Q61090,Q4915,Juana  de Alvarado,Juana de Alvarado,0.971,name_similarity,7,6,MERGE,PENDING
Q39233,Q4922,Lorenzo  Moctezuma,Lorenzo Moctezuma,0.971,name_similarity,8,6,MERGE,PENDING
Q61111,Q4922,Lorenzo  Moctezuma,Lorenzo Moctezuma,0.971,name_similarity,7,6,MERGE,PENDING
Q35252,Q3933,Melchior  Buchmann,Melchior Buchmann,0.971,name_similarity,12,7,MERGE,PENDING
Q58141,Q3933,Melchior  Buchmann,Melchior Buchmann,0.971,name_similarity,8,7,MERGE,PENDING
Q35260,Q3935,Heinrich  Buchmann,Heinrich Buchmann,0.971,name_similarity,12,7,MERGE,PENDING
Q58147,Q3935,Heinrich  Buchmann,Heinrich Buchmann,0.971,name_similarity,8,7,MERGE,PENDING
Q39828,Q5070,María  García Cano,María García Cano,0.971,name_similarity,9,6,MERGE,PENDING
Q61555,Q5070,María  García Cano,María García Cano,0.971,name_similarity,7,6,MERGE,PENDING
Q39889,Q5085,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,9,6,MERGE,PENDING
Q39889,Q5088,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,9,6,MERGE,PENDING
Q39889,Q5345,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,9,6,MERGE,PENDING
Q39901,Q5085,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,10,6,MERGE,PENDING
Q39901,Q5088,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,10,6,MERGE,PENDING
Q39901,Q5345,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,10,6,MERGE,PENDING
Q40932,Q5085,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,9,6,MERGE,PENDING
Q40932,Q5088,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,9,6,MERGE,PENDING
Q40932,Q5345,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,9,6,MERGE,PENDING
Q61600,Q5085,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,7,6,MERGE,PENDING
Q61609,Q5085,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,7,6,MERGE,PENDING
Q62382,Q5085,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,7,6,MERGE,PENDING
Q61600,Q5088,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,7,6,MERGE,PENDING
Q61609,Q5088,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,7,6,MERGE,PENDING
Q62382,Q5088,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,7,6,MERGE,PENDING
Q61600,Q5345,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,7,6,MERGE,PENDING
Q61609,Q5345,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,7,6,MERGE,PENDING
Q62382,Q5345,Juan  de Archuleta,Juan de Archuleta,0.971,name_similarity,7,6,MERGE,PENDING
Q39913,Q5091,Isabel  de Pedraza,Isabel de Pedraza,0.971,name_similarity,9,6,MERGE,PENDING
Q61618,Q5091,Isabel  de Pedraza,Isabel de Pedraza,0.971,name_similarity,7,6,MERGE,PENDING
Q39921,Q5093,Miguel  de Hinojos,Miguel de Hinojos,0.971,name_similarity,9,6,MERGE,PENDING
Q61624,Q5093,Miguel  de Hinojos,Miguel de Hinojos,0.971,name_similarity,7,6,MERGE,PENDING
Q40034,Q5121,Álvaro  de Paredes,Álvaro de Paredes,0.971,name_similarity,9,6,MERGE,PENDING
Q61708,Q5121,Álvaro  de Paredes,Álvaro de Paredes,0.971,name_similarity,7,6,MERGE,PENDING
Q35540,Q4005,Luis  de Cervantes,Luis de Cervantes,0.971,name_similarity,10,7,MERGE,PENDING
Q4005,Q58357,Luis de Cervantes,Luis  de Cervantes,0.971,name_similarity,7,7,MERGE,PENDING
Q40070,Q5130,Feliciana  Redondo,Feliciana Redondo,0.971,name_similarity,11,6,MERGE,PENDING
Q61735,Q5130,Feliciana  Redondo,Feliciana Redondo,0.971,name_similarity,7,6,MERGE,PENDING
Q40078,Q5132,Ana María  Pedrosa,Ana María Pedrosa,0.971,name_similarity,11,6,MERGE,PENDING
Q61741,Q5132,Ana María  Pedrosa,Ana María Pedrosa,0.971,name_similarity,7,6,MERGE,PENDING
Q35560,Q4010,Isabel  de Mendoza,Isabel de Mendoza,0.971,name_similarity,11,6,MERGE,PENDING
Q58372,Q4010,Isabel  de Mendoza,Isabel de Mendoza,0.971,name_similarity,7,6,MERGE,PENDING
Q40515,Q5241,Maria Ylaria  Ruiz,Maria Ylaria Ruiz,0.971,name_similarity,8,6,MERGE,PENDING
Q62070,Q5241,Maria Ylaria  Ruiz,Maria Ylaria Ruiz,0.971,name_similarity,7,6,MERGE,PENDING
