child_qid	child_label	n_parents	parent_qids
Q90506	Iolcus	3	Q75051,Q90534,Q90556
Q90564	Lelex	3	Q75039,Q90291,Q90514
Q90584	Cephissus	3	Q74970,Q74973,Q90309
Q92406	Juan  de Saavedra	3	Q31195,Q31721,Q92290
Q93810	Mattan	3	Q136469,Q93800,Q93808
Q94149	Ali ibn al-Husayn Zayn al-'Abidin	3	Q107980,Q67465,Q94147
Q94363	Marwan Bin Al- Hakam  Bin Abu Al- 'As Bint Umaiyah	3	Q107844,Q66647,Q96930
Q94405	Safiyyah daughter of Abd al-Muttalib	3	Q107580,Q64909,Q65008
Q94413	Hamza ibn Abd al-Muttalib	3	Q107580,Q64909,Q65008
Q94415	Abbas ibn Abd al-Muttalib	3	Q107586,Q65008,Q65948
Q95660	Salih son of Ali	3	Q108028,Q95157,Q95656
Q96032	Muhammad al-Taqi	3	Q108946,Q95512,Q96030
Q96888	Abbasa	3	Q108742,Q96218,Q96224
Q97109	Husayn	3	Q96424,Q97107,Q97799
Q97111	Ali ibn Abd Allah	3	Q109087,Q96424,Q97107
Q97336	"Imaam Abdullah ""Al-Mahdi Billah"" bin Imaam Husain ""Radi Abdullah"""	3	Q109161,Q96681,Q97360
Q98239	Al-Harith son of Fihr	3	Q153798,Q62779,Q85847
Q99310	Olybrius	3	Q111907,Q60293,Q62558
Q99322	Sampsiceramus III of Emesa	3	Q68650,Q68680,Q99326
Q99797	Gatón de Bierzo	3	Q75453,Q75456,Q99795
Q99799	Ordoño I of Asturias	3	Q110408,Q75453,Q99795
Q99839	Alfonso III of Asturias	3	Q110012,Q99799,Q99833
Q99863	Vimarano	3	Q111406,Q99819,Q99859
Q99881	Gudilona  Menéndez	3	Q75441,Q75444,Q99879
Q99883	Inderquina  Pallas	3	Q75441,Q75444,Q99879
Q99885	Hermensenda  Gutierrez	3	Q75441,Q75444,Q99879
Q99887	Guterre  Arias de Menéndez	3	Q75441,Q75444,Q99879
Q99889	Arias  Mendes de Coimbra, Conde de Coimbra	3	Q75441,Q75444,Q99879
Q99891	Aldonza  Menéndez	3	Q75441,Q75444,Q99879
Q99893	Aldara	3	Q75441,Q75444,Q99879
Q99895	Elvira  Menéndez	3	Q75441,Q75444,Q99879
Q99897	Aloito  Gutiérrez	3	Q75441,Q75444,Q99879
