verdict	side	parent	parent_kind	child	child_kind
BOTH-REAL	child-only	Q86065	real	Q195722	real
BOTH-REAL	child-only	Q86065	real	Q195723	real
BOTH-REAL	child-only	Q86191	real	Q195063	real
BOTH-REAL	child-only	Q86191	real	Q195725	real
BOTH-REAL	child-only	Q86191	real	Q195726	real
BOTH-REAL	child-only	Q86191	real	Q195728	real
BOTH-REAL	child-only	Q86191	real	Q195732	real
BOTH-REAL	child-only	Q86331	real	Q129365	real
BOTH-REAL	child-only	Q86389	real	Q129355	real
BOTH-REAL	child-only	Q86391	real	Q129353	real
BOTH-REAL	child-only	Q86405	real	Q49799	real
BOTH-REAL	child-only	Q86517	real	Q129751	real
BOTH-REAL	child-only	Q86517	real	Q129753	real
BOTH-REAL	child-only	Q86517	real	Q129755	real
BOTH-REAL	child-only	Q86517	real	Q129757	real
BOTH-REAL	child-only	Q86517	real	Q129759	real
BOTH-REAL	child-only	Q86754	real	Q93736	real
BOTH-REAL	child-only	Q86975	real	Q109043	real
BOTH-REAL	child-only	Q87745	real	Q6605	real
BOTH-REAL	child-only	Q87827	real	Q6453	real
BOTH-REAL	child-only	Q90257	real	Q132754	real
BOTH-REAL	child-only	Q90257	real	Q132755	real
BOTH-REAL	child-only	Q90257	real	Q132756	real
BOTH-REAL	child-only	Q90257	real	Q132758	real
BOTH-REAL	child-only	Q90257	real	Q132759	real
BOTH-REAL	child-only	Q90289	real	Q73380	real
BOTH-REAL	child-only	Q90317	real	Q130584	real
BOTH-REAL	child-only	Q90317	real	Q130588	real
BOTH-REAL	child-only	Q90317	real	Q130606	real
BOTH-REAL	child-only	Q90317	real	Q130610	real
BOTH-REAL	child-only	Q90317	real	Q130612	real
BOTH-REAL	child-only	Q90317	real	Q130614	real
BOTH-REAL	child-only	Q90317	real	Q130616	real
BOTH-REAL	child-only	Q90317	real	Q130618	real
BOTH-REAL	child-only	Q90317	real	Q130626	real
BOTH-REAL	child-only	Q90317	real	Q130628	real
BOTH-REAL	child-only	Q90317	real	Q130630	real
BOTH-REAL	child-only	Q90317	real	Q130632	real
BOTH-REAL	child-only	Q90317	real	Q130634	real
BOTH-REAL	child-only	Q90317	real	Q130636	real
BOTH-REAL	child-only	Q90317	real	Q130638	real
BOTH-REAL	child-only	Q90317	real	Q75195	real
BOTH-REAL	child-only	Q90325	real	Q75336	real
BOTH-REAL	child-only	Q90374	real	Q130582	real
BOTH-REAL	child-only	Q90374	real	Q130584	real
BOTH-REAL	child-only	Q90374	real	Q130588	real
BOTH-REAL	child-only	Q90374	real	Q130592	real
BOTH-REAL	child-only	Q90374	real	Q75195	real
BOTH-REAL	child-only	Q90388	real	Q132046	real
BOTH-REAL	child-only	Q90388	real	Q132047	real
BOTH-REAL	child-only	Q90388	real	Q132048	real
BOTH-REAL	child-only	Q90388	real	Q132049	real
BOTH-REAL	child-only	Q90388	real	Q75153	real
BOTH-REAL	child-only	Q90436	real	Q74846	real
BOTH-REAL	child-only	Q90446	real	Q132846	real
BOTH-REAL	child-only	Q90446	real	Q132847	real
BOTH-REAL	child-only	Q90446	real	Q132848	real
BOTH-REAL	child-only	Q90446	real	Q132849	real
BOTH-REAL	child-only	Q90470	real	Q75087	real
BOTH-REAL	child-only	Q90476	real	Q130640	real
BOTH-REAL	child-only	Q90476	real	Q130642	real
BOTH-REAL	child-only	Q90476	real	Q130646	real
BOTH-REAL	child-only	Q90476	real	Q130650	real
BOTH-REAL	child-only	Q90476	real	Q130970	real
BOTH-REAL	child-only	Q90476	real	Q132057	real
BOTH-REAL	child-only	Q90476	real	Q132064	real
BOTH-REAL	child-only	Q90476	real	Q74723	real
BOTH-REAL	child-only	Q90476	real	Q75153	real
BOTH-REAL	child-only	Q90508	real	Q74846	real
BOTH-REAL	child-only	Q90566	real	Q75072	real
BOTH-REAL	child-only	Q90576	real	Q74973	real
BOTH-REAL	child-only	Q90584	real	Q130492	real
BOTH-REAL	child-only	Q90584	real	Q131258	real
BOTH-REAL	child-only	Q90584	real	Q131262	real
BOTH-REAL	child-only	Q90584	real	Q131264	real
BOTH-REAL	child-only	Q90584	real	Q131266	real
BOTH-REAL	child-only	Q90584	real	Q131268	real
BOTH-REAL	child-only	Q90584	real	Q131270	real
BOTH-REAL	child-only	Q90584	real	Q131272	real
BOTH-REAL	child-only	Q90590	real	Q74949	real
BOTH-REAL	child-only	Q90598	real	Q75072	real
BOTH-REAL	child-only	Q93810	real	Q137190	real
BOTH-REAL	child-only	Q94219	real	Q107389	real
BOTH-REAL	child-only	Q94219	real	Q107391	real
BOTH-REAL	child-only	Q94219	real	Q107393	real
BOTH-REAL	child-only	Q94219	real	Q107395	real
BOTH-REAL	child-only	Q94219	real	Q107397	real
BOTH-REAL	child-only	Q94219	real	Q107399	real
BOTH-REAL	child-only	Q96524	real	Q99038	real
BOTH-REAL	child-only	Q96906	real	Q67588	real
BOTH-REAL	child-only	Q97145	real	Q109227	real
BOTH-REAL	child-only	Q98221	real	Q109213	real
BOTH-REAL	child-only	Q99326	real	Q165921	real
BOTH-REAL	child-only	Q99330	real	Q68680	real
BOTH-REAL	child-only	Q99627	real	Q166621	real
BOTH-REAL	child-only	Q99627	real	Q166623	real
BOTH-REAL	child-only	Q99909	real	Q109810	real
BOTH-REAL	child-only	Q99973	real	Q75441	real
BOTH-REAL	child-only	Q99975	real	Q75441	real
BOTH-REAL	parent-only	Q100186	real	Q113897	real
BOTH-REAL	parent-only	Q100850	real	Q123509	real
BOTH-REAL	parent-only	Q100862	real	Q113280	real
BOTH-REAL	parent-only	Q100864	real	Q113288	real
BOTH-REAL	parent-only	Q100876	real	Q113296	real
BOTH-REAL	parent-only	Q100878	real	Q113303	real
BOTH-REAL	parent-only	Q100878	real	Q113307	real
BOTH-REAL	parent-only	Q100878	real	Q113309	real
BOTH-REAL	parent-only	Q100904	real	Q113329	real
BOTH-REAL	parent-only	Q100906	real	Q113333	real
BOTH-REAL	parent-only	Q100914	real	Q113337	real
BOTH-REAL	parent-only	Q100914	real	Q113343	real
BOTH-REAL	parent-only	Q100914	real	Q113345	real
BOTH-REAL	parent-only	Q100914	real	Q113347	real
BOTH-REAL	parent-only	Q100916	real	Q113349	real
BOTH-REAL	parent-only	Q100916	real	Q113351	real
BOTH-REAL	parent-only	Q100918	real	Q113355	real
BOTH-REAL	parent-only	Q100918	real	Q113359	real
BOTH-REAL	parent-only	Q100934	real	Q113373	real
BOTH-REAL	parent-only	Q100936	real	Q110540	real
BOTH-REAL	parent-only	Q100936	real	Q113337	real
BOTH-REAL	parent-only	Q100936	real	Q113343	real
BOTH-REAL	parent-only	Q100936	real	Q113345	real
BOTH-REAL	parent-only	Q100936	real	Q113347	real
BOTH-REAL	parent-only	Q100950	real	Q113383	real
BOTH-REAL	parent-only	Q100950	real	Q113387	real
BOTH-REAL	parent-only	Q100962	real	Q113391	real
BOTH-REAL	parent-only	Q100964	real	Q113397	real
BOTH-REAL	parent-only	Q100964	real	Q113399	real
BOTH-REAL	parent-only	Q100966	real	Q113403	real
BOTH-REAL	parent-only	Q100970	real	Q113407	real
BOTH-REAL	parent-only	Q100970	real	Q113409	real
BOTH-REAL	parent-only	Q100989	real	Q113439	real
BOTH-REAL	parent-only	Q100993	real	Q113443	real
BOTH-REAL	parent-only	Q100993	real	Q113445	real
BOTH-REAL	parent-only	Q100993	real	Q113447	real
BOTH-REAL	parent-only	Q100993	real	Q113449	real
BOTH-REAL	parent-only	Q100993	real	Q113453	real
BOTH-REAL	parent-only	Q100993	real	Q113455	real
BOTH-REAL	parent-only	Q100993	real	Q113457	real
BOTH-REAL	parent-only	Q100995	real	Q113459	real
BOTH-REAL	parent-only	Q101021	real	Q113499	real
BOTH-REAL	parent-only	Q101029	real	Q113503	real
BOTH-REAL	parent-only	Q101043	real	Q113507	real
BOTH-REAL	parent-only	Q101047	real	Q113515	real
BOTH-REAL	parent-only	Q101047	real	Q113517	real
BOTH-REAL	parent-only	Q101047	real	Q118689	real
BOTH-REAL	parent-only	Q101053	real	Q113533	real
BOTH-REAL	parent-only	Q101055	real	Q113535	real
BOTH-REAL	parent-only	Q101059	real	Q113539	real
BOTH-REAL	parent-only	Q101059	real	Q113541	real
BOTH-REAL	parent-only	Q101059	real	Q113543	real
BOTH-REAL	parent-only	Q101059	real	Q113545	real
BOTH-REAL	parent-only	Q101059	real	Q113547	real
BOTH-REAL	parent-only	Q101063	real	Q113551	real
BOTH-REAL	parent-only	Q101075	real	Q113557	real
BOTH-REAL	parent-only	Q101077	real	Q113561	real
BOTH-REAL	parent-only	Q101083	real	Q113575	real
BOTH-REAL	parent-only	Q101083	real	Q113577	real
BOTH-REAL	parent-only	Q101105	real	Q113605	real
BOTH-REAL	parent-only	Q101109	real	Q113609	real
BOTH-REAL	parent-only	Q101111	real	Q113613	real
BOTH-REAL	parent-only	Q101111	real	Q113615	real
BOTH-REAL	parent-only	Q101111	real	Q113617	real
BOTH-REAL	parent-only	Q101111	real	Q118555	real
BOTH-REAL	parent-only	Q101113	real	Q113623	real
BOTH-REAL	parent-only	Q101113	real	Q113625	real
BOTH-REAL	parent-only	Q101115	real	Q113629	real
BOTH-REAL	parent-only	Q101127	real	Q113641	real
BOTH-REAL	parent-only	Q101127	real	Q113643	real
BOTH-REAL	parent-only	Q101129	real	Q113647	real
BOTH-REAL	parent-only	Q101139	real	Q113681	real
BOTH-REAL	parent-only	Q101139	real	Q113685	real
BOTH-REAL	parent-only	Q101139	real	Q113687	real
BOTH-REAL	parent-only	Q101139	real	Q113689	real
BOTH-REAL	parent-only	Q101143	real	Q113697	real
BOTH-REAL	parent-only	Q101143	real	Q113701	real
BOTH-REAL	parent-only	Q101143	real	Q113703	real
BOTH-REAL	parent-only	Q101147	real	Q113707	real
BOTH-REAL	parent-only	Q101153	real	Q113705	real
BOTH-REAL	parent-only	Q101153	real	Q113733	real
BOTH-REAL	parent-only	Q101155	real	Q113737	real
BOTH-REAL	parent-only	Q101155	real	Q113739	real
BOTH-REAL	parent-only	Q101155	real	Q113741	real
BOTH-REAL	parent-only	Q101155	real	Q113743	real
BOTH-REAL	parent-only	Q101155	real	Q113749	real
BOTH-REAL	parent-only	Q101155	real	Q113751	real
BOTH-REAL	parent-only	Q101157	real	Q113755	real
BOTH-REAL	parent-only	Q101165	real	Q113771	real
BOTH-REAL	parent-only	Q101165	real	Q113773	real
BOTH-REAL	parent-only	Q101165	real	Q113775	real
BOTH-REAL	parent-only	Q101167	real	Q113779	real
BOTH-REAL	parent-only	Q101169	real	Q113783	real
BOTH-REAL	parent-only	Q101169	real	Q113785	real
BOTH-REAL	parent-only	Q101171	real	Q113789	real
BOTH-REAL	parent-only	Q101171	real	Q113791	real
BOTH-REAL	parent-only	Q101171	real	Q113793	real
BOTH-REAL	parent-only	Q101171	real	Q113795	real
BOTH-REAL	parent-only	Q101173	real	Q113799	real
BOTH-REAL	parent-only	Q101175	real	Q113805	real
BOTH-REAL	parent-only	Q101175	real	Q113807	real
BOTH-REAL	parent-only	Q101175	real	Q113809	real
BOTH-REAL	parent-only	Q101175	real	Q113813	real
BOTH-REAL	parent-only	Q101181	real	Q113819	real
BOTH-REAL	parent-only	Q101181	real	Q113823	real
BOTH-REAL	parent-only	Q101181	real	Q113829	real
BOTH-REAL	parent-only	Q101181	real	Q113833	real
BOTH-REAL	parent-only	Q101181	real	Q118373	real
BOTH-REAL	parent-only	Q101183	real	Q113837	real
BOTH-REAL	parent-only	Q101185	real	Q113841	real
BOTH-REAL	parent-only	Q101189	real	Q124281	real
BOTH-REAL	parent-only	Q101191	real	Q113855	real
BOTH-REAL	parent-only	Q101193	real	Q113861	real
BOTH-REAL	parent-only	Q101193	real	Q118097	real
BOTH-REAL	parent-only	Q101195	real	Q113865	real
BOTH-REAL	parent-only	Q101195	real	Q113867	real
BOTH-REAL	parent-only	Q101195	real	Q113869	real
BOTH-REAL	parent-only	Q101195	real	Q113871	real
BOTH-REAL	parent-only	Q101209	real	Q113879	real
BOTH-REAL	parent-only	Q101213	real	Q113883	real
BOTH-REAL	parent-only	Q101219	real	Q113887	real
BOTH-REAL	parent-only	Q101227	real	Q113893	real
BOTH-REAL	parent-only	Q101239	real	Q113907	real
BOTH-REAL	parent-only	Q101239	real	Q113909	real
BOTH-REAL	parent-only	Q101243	real	Q113913	real
BOTH-REAL	parent-only	Q101247	real	Q113917	real
BOTH-REAL	parent-only	Q101249	real	Q113925	real
BOTH-REAL	parent-only	Q101249	real	Q113929	real
BOTH-REAL	parent-only	Q101251	real	Q113931	real
BOTH-REAL	parent-only	Q101251	real	Q113933	real
BOTH-REAL	parent-only	Q101253	real	Q113937	real
BOTH-REAL	parent-only	Q101253	real	Q113939	real
BOTH-REAL	parent-only	Q101253	real	Q113941	real
BOTH-REAL	parent-only	Q101259	real	Q113945	real
BOTH-REAL	parent-only	Q101261	real	Q113951	real
BOTH-REAL	parent-only	Q101263	real	Q113953	real
BOTH-REAL	parent-only	Q101265	real	Q113931	real
BOTH-REAL	parent-only	Q101265	real	Q113933	real
BOTH-REAL	parent-only	Q101271	real	Q113965	real
BOTH-REAL	parent-only	Q101275	real	Q113967	real
BOTH-REAL	parent-only	Q101275	real	Q113969	real
BOTH-REAL	parent-only	Q101275	real	Q113971	real
BOTH-REAL	parent-only	Q101287	real	Q113979	real
BOTH-REAL	parent-only	Q101287	real	Q123443	real
BOTH-REAL	parent-only	Q101289	real	Q113984	real
BOTH-REAL	parent-only	Q101289	real	Q113986	real
BOTH-REAL	parent-only	Q101293	real	Q113991	real
BOTH-REAL	parent-only	Q101297	real	Q113997	real
BOTH-REAL	parent-only	Q101305	real	Q113769	real
BOTH-REAL	parent-only	Q101305	real	Q114007	real
BOTH-REAL	parent-only	Q101305	real	Q114009	real
BOTH-REAL	parent-only	Q101313	real	Q114011	real
BOTH-REAL	parent-only	Q101317	real	Q114017	real
BOTH-REAL	parent-only	Q101327	real	Q114027	real
BOTH-REAL	parent-only	Q101329	real	Q114040	real
BOTH-REAL	parent-only	Q101329	real	Q114042	real
BOTH-REAL	parent-only	Q101329	real	Q114046	real
BOTH-REAL	parent-only	Q101329	real	Q114048	real
BOTH-REAL	parent-only	Q101331	real	Q114053	real
BOTH-REAL	parent-only	Q101333	real	Q113761	real
BOTH-REAL	parent-only	Q101333	real	Q114057	real
BOTH-REAL	parent-only	Q101333	real	Q114059	real
BOTH-REAL	parent-only	Q101335	real	Q114067	real
BOTH-REAL	parent-only	Q101335	real	Q114069	real
BOTH-REAL	parent-only	Q101335	real	Q114071	real
BOTH-REAL	parent-only	Q101337	real	Q114077	real
BOTH-REAL	parent-only	Q101337	real	Q114079	real
BOTH-REAL	parent-only	Q101337	real	Q114081	real
BOTH-REAL	parent-only	Q101337	real	Q114083	real
BOTH-REAL	parent-only	Q101337	real	Q114087	real
BOTH-REAL	parent-only	Q101337	real	Q114089	real
BOTH-REAL	parent-only	Q101339	real	Q114092	real
BOTH-REAL	parent-only	Q101353	real	Q114104	real
BOTH-REAL	parent-only	Q101353	real	Q114106	real
BOTH-REAL	parent-only	Q101353	real	Q114112	real
BOTH-REAL	parent-only	Q101353	real	Q114114	real
BOTH-REAL	parent-only	Q101353	real	Q114152	real
BOTH-REAL	parent-only	Q101361	real	Q113509	real
BOTH-REAL	parent-only	Q101361	real	Q113979	real
BOTH-REAL	parent-only	Q101361	real	Q123443	real
BOTH-REAL	parent-only	Q101371	real	Q113501	real
BOTH-REAL	parent-only	Q101371	real	Q114120	real
BOTH-REAL	parent-only	Q101371	real	Q114122	real
BOTH-REAL	parent-only	Q101375	real	Q114130	real
BOTH-REAL	parent-only	Q101375	real	Q114132	real
BOTH-REAL	parent-only	Q101375	real	Q114136	real
BOTH-REAL	parent-only	Q101375	real	Q114138	real
BOTH-REAL	parent-only	Q101377	real	Q114142	real
BOTH-REAL	parent-only	Q101377	real	Q114144	real
BOTH-REAL	parent-only	Q101377	real	Q114146	real
BOTH-REAL	parent-only	Q101377	real	Q114148	real
BOTH-REAL	parent-only	Q101377	real	Q114150	real
BOTH-REAL	parent-only	Q101377	real	Q114152	real
BOTH-REAL	parent-only	Q101387	real	Q113623	real
BOTH-REAL	parent-only	Q101387	real	Q113625	real
BOTH-REAL	parent-only	Q101391	real	Q114164	real
BOTH-REAL	parent-only	Q101395	real	Q114142	real
BOTH-REAL	parent-only	Q101395	real	Q114144	real
BOTH-REAL	parent-only	Q101395	real	Q114146	real
BOTH-REAL	parent-only	Q101395	real	Q114148	real
BOTH-REAL	parent-only	Q101395	real	Q114150	real
BOTH-REAL	parent-only	Q101395	real	Q114152	real
BOTH-REAL	parent-only	Q101405	real	Q114176	real
BOTH-REAL	parent-only	Q101405	real	Q114178	real
BOTH-REAL	parent-only	Q101405	real	Q114180	real
BOTH-REAL	parent-only	Q101407	real	Q114091	real
BOTH-REAL	parent-only	Q101417	real	Q114190	real
BOTH-REAL	parent-only	Q101423	real	Q114196	real
BOTH-REAL	parent-only	Q101423	real	Q114198	real
BOTH-REAL	parent-only	Q101435	real	Q114218	real
BOTH-REAL	parent-only	Q101437	real	Q113953	real
BOTH-REAL	parent-only	Q101437	real	Q114224	real
BOTH-REAL	parent-only	Q101441	real	Q124326	real
BOTH-REAL	parent-only	Q101447	real	Q114240	real
BOTH-REAL	parent-only	Q101447	real	Q114242	real
BOTH-REAL	parent-only	Q101447	real	Q118457	real
BOTH-REAL	parent-only	Q101449	real	Q114246	real
BOTH-REAL	parent-only	Q101449	real	Q114250	real
BOTH-REAL	parent-only	Q101449	real	Q114252	real
BOTH-REAL	parent-only	Q101451	real	Q123509	real
BOTH-REAL	parent-only	Q101453	real	Q114186	real
BOTH-REAL	parent-only	Q101453	real	Q114254	real
BOTH-REAL	parent-only	Q101453	real	Q114256	real
BOTH-REAL	parent-only	Q101453	real	Q114258	real
BOTH-REAL	parent-only	Q101455	real	Q114264	real
BOTH-REAL	parent-only	Q101459	real	Q114308	real
BOTH-REAL	parent-only	Q101471	real	Q114312	real
BOTH-REAL	parent-only	Q101503	real	Q114348	real
BOTH-REAL	parent-only	Q101509	real	Q114352	real
BOTH-REAL	parent-only	Q101567	real	Q114190	real
BOTH-REAL	parent-only	Q101621	real	Q113288	real
BOTH-REAL	parent-only	Q101623	real	Q114186	real
BOTH-REAL	parent-only	Q101623	real	Q114254	real
BOTH-REAL	parent-only	Q101623	real	Q114256	real
BOTH-REAL	parent-only	Q101623	real	Q114258	real
BOTH-REAL	parent-only	Q101639	real	Q113303	real
BOTH-REAL	parent-only	Q101639	real	Q113307	real
BOTH-REAL	parent-only	Q101639	real	Q113309	real
BOTH-REAL	parent-only	Q101708	real	Q113373	real
BOTH-REAL	parent-only	Q101718	real	Q113383	real
BOTH-REAL	parent-only	Q101718	real	Q113387	real
BOTH-REAL	parent-only	Q101722	real	Q113509	real
BOTH-REAL	parent-only	Q101732	real	Q113947	real
BOTH-REAL	parent-only	Q101824	real	Q113491	real
BOTH-REAL	parent-only	Q101824	real	Q113493	real
BOTH-REAL	parent-only	Q101826	real	Q113491	real
BOTH-REAL	parent-only	Q101826	real	Q113493	real
BOTH-REAL	parent-only	Q101874	real	Q113539	real
BOTH-REAL	parent-only	Q101874	real	Q113541	real
BOTH-REAL	parent-only	Q101874	real	Q113543	real
BOTH-REAL	parent-only	Q101874	real	Q113545	real
BOTH-REAL	parent-only	Q101874	real	Q113547	real
BOTH-REAL	parent-only	Q101892	real	Q113557	real
BOTH-REAL	parent-only	Q101896	real	Q113561	real
BOTH-REAL	parent-only	Q101910	real	Q113715	real
BOTH-REAL	parent-only	Q101934	real	Q113605	real
BOTH-REAL	parent-only	Q101968	real	Q118323	real
BOTH-REAL	parent-only	Q101976	real	Q114038	real
BOTH-REAL	parent-only	Q102004	real	Q113671	real
BOTH-REAL	parent-only	Q102004	real	Q113673	real
BOTH-REAL	parent-only	Q102004	real	Q113675	real
BOTH-REAL	parent-only	Q102004	real	Q113677	real
BOTH-REAL	parent-only	Q102045	real	Q113713	real
BOTH-REAL	parent-only	Q102057	real	Q114071	real
BOTH-REAL	parent-only	Q102059	real	Q114038	real
BOTH-REAL	parent-only	Q102067	real	Q113705	real
BOTH-REAL	parent-only	Q102067	real	Q113733	real
BOTH-REAL	parent-only	Q102117	real	Q113783	real
BOTH-REAL	parent-only	Q102117	real	Q113785	real
BOTH-REAL	parent-only	Q102227	real	Q113893	real
BOTH-REAL	parent-only	Q102235	real	Q113903	real
BOTH-REAL	parent-only	Q102345	real	Q114017	real
BOTH-REAL	parent-only	Q102387	real	Q113761	real
BOTH-REAL	parent-only	Q102387	real	Q114057	real
BOTH-REAL	parent-only	Q102387	real	Q114059	real
BOTH-REAL	parent-only	Q102397	real	Q114067	real
BOTH-REAL	parent-only	Q102397	real	Q114069	real
BOTH-REAL	parent-only	Q102397	real	Q114071	real
BOTH-REAL	parent-only	Q102475	real	Q114292	real
BOTH-REAL	parent-only	Q102475	real	Q114296	real
BOTH-REAL	parent-only	Q102475	real	Q114298	real
BOTH-REAL	parent-only	Q102475	real	Q114300	real
BOTH-REAL	parent-only	Q102495	real	Q114164	real
BOTH-REAL	parent-only	Q102541	real	Q114208	real
BOTH-REAL	parent-only	Q102541	real	Q114210	real
BOTH-REAL	parent-only	Q102541	real	Q114212	real
BOTH-REAL	parent-only	Q102541	real	Q114214	real
BOTH-REAL	parent-only	Q102551	real	Q114218	real
BOTH-REAL	parent-only	Q102567	real	Q124326	real
BOTH-REAL	parent-only	Q102603	real	Q114075	real
BOTH-REAL	parent-only	Q102603	real	Q114274	real
BOTH-REAL	parent-only	Q102603	real	Q114276	real
BOTH-REAL	parent-only	Q102603	real	Q114278	real
BOTH-REAL	parent-only	Q102603	real	Q114280	real
BOTH-REAL	parent-only	Q102603	real	Q114282	real
BOTH-REAL	parent-only	Q102603	real	Q114284	real
BOTH-REAL	parent-only	Q102625	real	Q114292	real
BOTH-REAL	parent-only	Q102625	real	Q114296	real
BOTH-REAL	parent-only	Q102625	real	Q114298	real
BOTH-REAL	parent-only	Q102625	real	Q114300	real
BOTH-REAL	parent-only	Q102639	real	Q113571	real
BOTH-REAL	parent-only	Q102649	real	Q114318	real
BOTH-REAL	parent-only	Q102649	real	Q114320	real
BOTH-REAL	parent-only	Q102649	real	Q114322	real
BOTH-REAL	parent-only	Q102649	real	Q114324	real
BOTH-REAL	parent-only	Q102649	real	Q114326	real
BOTH-REAL	parent-only	Q102649	real	Q114328	real
BOTH-REAL	parent-only	Q102649	real	Q114330	real
BOTH-REAL	parent-only	Q102649	real	Q114332	real
BOTH-REAL	parent-only	Q102835	real	Q113777	real
BOTH-REAL	parent-only	Q102947	real	Q113947	real
BOTH-REAL	parent-only	Q102965	real	Q113415	real
BOTH-REAL	parent-only	Q102967	real	Q113415	real
BOTH-REAL	parent-only	Q102971	real	Q113417	real
BOTH-REAL	parent-only	Q102973	real	Q113417	real
BOTH-REAL	parent-only	Q103029	real	Q113531	real
BOTH-REAL	parent-only	Q103039	real	Q114102	real
BOTH-REAL	parent-only	Q103077	real	Q113497	real
BOTH-REAL	parent-only	Q103079	real	Q113497	real
BOTH-REAL	parent-only	Q103113	real	Q113525	real
BOTH-REAL	parent-only	Q103115	real	Q114236	real
BOTH-REAL	parent-only	Q103117	real	Q114182	real
BOTH-REAL	parent-only	Q103175	real	Q113565	real
BOTH-REAL	parent-only	Q103177	real	Q113565	real
BOTH-REAL	parent-only	Q103185	real	Q113571	real
BOTH-REAL	parent-only	Q103197	real	Q113715	real
BOTH-REAL	parent-only	Q103201	real	Q113763	real
BOTH-REAL	parent-only	Q103215	real	Q123509	real
BOTH-REAL	parent-only	Q103260	real	Q113611	real
BOTH-REAL	parent-only	Q103268	real	Q113657	real
BOTH-REAL	parent-only	Q103288	real	Q113635	real
BOTH-REAL	parent-only	Q103290	real	Q113635	real
BOTH-REAL	parent-only	Q103300	real	Q113863	real
BOTH-REAL	parent-only	Q103325	real	Q125110	real
BOTH-REAL	parent-only	Q103335	real	Q113655	real
BOTH-REAL	parent-only	Q103343	real	Q113655	real
BOTH-REAL	parent-only	Q103381	real	Q113669	real
BOTH-REAL	parent-only	Q103383	real	Q113669	real
BOTH-REAL	parent-only	Q103387	real	Q113857	real
BOTH-REAL	parent-only	Q1034073	real	Q47088829	real
BOTH-REAL	parent-only	Q103411	real	Q113679	real
BOTH-REAL	parent-only	Q103413	real	Q113679	real
BOTH-REAL	parent-only	Q103461	real	Q113695	real
BOTH-REAL	parent-only	Q103463	real	Q113695	real
BOTH-REAL	parent-only	Q103477	real	Q113699	real
BOTH-REAL	parent-only	Q103479	real	Q113699	real
BOTH-REAL	parent-only	Q103525	real	Q113711	real
BOTH-REAL	parent-only	Q103527	real	Q113711	real
BOTH-REAL	parent-only	Q103544	real	Q113717	real
BOTH-REAL	parent-only	Q103547	real	Q113717	real
BOTH-REAL	parent-only	Q103553	real	Q118497	real
BOTH-REAL	parent-only	Q103635	real	Q113777	real
BOTH-REAL	parent-only	Q103713	real	Q124235	real
BOTH-REAL	parent-only	Q103715	real	Q124235	real
BOTH-REAL	parent-only	Q103750	real	Q113817	real
BOTH-REAL	parent-only	Q103752	real	Q113817	real
BOTH-REAL	parent-only	Q103804	real	Q113835	real
BOTH-REAL	parent-only	Q103806	real	Q113835	real
BOTH-REAL	parent-only	Q103814	real	Q113839	real
BOTH-REAL	parent-only	Q103816	real	Q113839	real
BOTH-REAL	parent-only	Q103862	real	Q113849	real
BOTH-REAL	parent-only	Q103864	real	Q113849	real
BOTH-REAL	parent-only	Q103870	real	Q118063	real
BOTH-REAL	parent-only	Q103870	real	Q118065	real
BOTH-REAL	parent-only	Q103874	real	Q118071	real
BOTH-REAL	parent-only	Q103876	real	Q118077	real
BOTH-REAL	parent-only	Q103888	real	Q118093	real
BOTH-REAL	parent-only	Q103888	real	Q118095	real
BOTH-REAL	parent-only	Q103888	real	Q118099	real
BOTH-REAL	parent-only	Q103888	real	Q118101	real
BOTH-REAL	parent-only	Q103888	real	Q118103	real
BOTH-REAL	parent-only	Q103888	real	Q118105	real
BOTH-REAL	parent-only	Q103892	real	Q118109	real
BOTH-REAL	parent-only	Q103892	real	Q118111	real
BOTH-REAL	parent-only	Q103892	real	Q118113	real
BOTH-REAL	parent-only	Q103892	real	Q118115	real
BOTH-REAL	parent-only	Q103892	real	Q118117	real
BOTH-REAL	parent-only	Q103892	real	Q118119	real
BOTH-REAL	parent-only	Q103892	real	Q118129	real
BOTH-REAL	parent-only	Q103892	real	Q118131	real
BOTH-REAL	parent-only	Q103896	real	Q118135	real
BOTH-REAL	parent-only	Q103896	real	Q118137	real
BOTH-REAL	parent-only	Q103896	real	Q118139	real
BOTH-REAL	parent-only	Q103896	real	Q118141	real
BOTH-REAL	parent-only	Q103896	real	Q118143	real
BOTH-REAL	parent-only	Q103896	real	Q118145	real
BOTH-REAL	parent-only	Q103896	real	Q118147	real
BOTH-REAL	parent-only	Q103896	real	Q118149	real
BOTH-REAL	parent-only	Q103900	real	Q118153	real
BOTH-REAL	parent-only	Q103900	real	Q118155	real
BOTH-REAL	parent-only	Q103902	real	Q118159	real
BOTH-REAL	parent-only	Q103902	real	Q118161	real
BOTH-REAL	parent-only	Q103916	real	Q118167	real
BOTH-REAL	parent-only	Q103930	real	Q113897	real
BOTH-REAL	parent-only	Q103943	real	Q118183	real
BOTH-REAL	parent-only	Q103943	real	Q118185	real
BOTH-REAL	parent-only	Q103943	real	Q118187	real
BOTH-REAL	parent-only	Q103957	real	Q118199	real
BOTH-REAL	parent-only	Q103957	real	Q118203	real
BOTH-REAL	parent-only	Q103971	real	Q113943	real
BOTH-REAL	parent-only	Q103973	real	Q113943	real
BOTH-REAL	parent-only	Q103977	real	Q118221	real
BOTH-REAL	parent-only	Q103981	real	Q118227	real
