a	b
Q105951	Q122911
Q105951	Q125146
Q105961	Q105963
Q105973	Q105975
Q106	Q113
Q10601	Q10602
Q10601	Q11262
Q10606	Q11276
Q10606	Q11277
Q106105	Q117759
Q106156	Q106158
Q106212	Q106214
Q106238	Q106240
Q10627	Q10642
Q106282	Q106284
Q106288	Q106290
Q106343	Q106345
Q106521	Q118649
Q106557	Q118213
Q106601	Q113768
Q106603	Q112408
Q106603	Q112885
Q106603	Q113790
Q106710	Q119720
Q106776	Q106778
Q106776	Q111733
Q10687	Q11099
Q106950	Q115806
Q10699	Q10814
Q106994	Q118769
Q107026	Q115998
Q107064	Q118715
Q107090	Q110096
Q107090	Q110986
Q107090	Q110988
Q107138	Q118789
Q107148	Q118803
Q107158	Q113812
Q107158	Q118293
Q107162	Q118238
Q10727	Q10743
Q10728	Q10797
Q107290	Q107292
Q107361	Q107437
Q107361	Q65705
Q107363	Q107449
Q107363	Q65705
Q107365	Q65705
Q107369	Q107481
Q107369	Q65705
Q107371	Q107487
Q107371	Q107489
Q107371	Q65705
Q107373	Q107499
Q107373	Q65705
Q107377	Q107473
Q107377	Q65705
Q107379	Q65705
Q107383	Q107550
Q107383	Q65705
Q107391	Q107501
Q107393	Q107682
Q107393	Q107684
Q107395	Q107469
Q107417	Q94405
Q107423	Q66122
Q107439	Q107441
Q107439	Q107515
Q107439	Q107568
Q107439	Q107716
Q107439	Q107718
Q107439	Q107720
Q107439	Q107888
Q107443	Q107728
Q107445	Q107744
Q107453	Q107455
Q107453	Q107497
Q107453	Q107764
Q107453	Q107766
Q107457	Q107600
Q107459	Q107774
Q107461	Q107515
Q107461	Q107782
Q107465	Q107716
Q107477	Q107774
Q107477	Q107796
Q107481	Q107676
Q107481	Q107704
Q107481	Q107804
Q107481	Q107806
Q107483	Q107485
Q107493	Q94413
Q107495	Q94415
Q107497	Q107630
Q107497	Q66360
Q107501	Q107503
Q107501	Q108193
Q107513	Q107774
Q107515	Q107534
Q107517	Q119028
Q107522	Q107666
Q107530	Q107532
Q107530	Q107824
Q107530	Q107826
Q107534	Q107852
Q107540	Q107856
Q107544	Q107860
Q107546	Q107862
Q107548	Q107866
Q107552	Q66473
Q107554	Q107874
Q107554	Q66360
Q107560	Q66476
Q107564	Q66479
Q107568	Q107788
Q107568	Q107790
Q107568	Q107792
Q107570	Q107788
Q107580	Q65008
Q107582	Q65008
Q107584	Q65008
Q107586	Q65008
Q107588	Q65008
Q107600	Q107716
Q107600	Q107806
Q107600	Q108012
Q107600	Q108014
Q107626	Q108038
Q107632	Q108036
Q107632	Q108191
Q107632	Q108349
Q107636	Q107648
Q107638	Q108058
Q107664	Q94413
Q107672	Q94227
Q107676	Q108072
Q107680	Q108074
Q107708	Q107710
Q107712	Q107716
Q107714	Q108090
Q107716	Q67465
Q107726	Q108092
Q107734	Q108100
Q107748	Q108106
Q107754	Q107756
Q107762	Q108289
Q107768	Q108112
Q107772	Q107786
Q107774	Q108132
Q107774	Q108189
Q107778	Q108016
Q107798	Q107958
Q107804	Q108156
Q107806	Q108160
Q107806	Q108162
Q107808	Q108169
Q107824	Q108179
Q107840	Q108201
Q107848	Q68118
Q107854	Q108231
Q107868	Q108259
Q107886	Q67645
Q107888	Q108269
Q107888	Q67645
Q107890	Q67645
Q107892	Q67645
Q107894	Q67645
Q107896	Q67645
Q10790	Q10871
Q107906	Q66360
Q107908	Q66360
Q107910	Q66360
Q107912	Q66360
Q107914	Q66360
Q107916	Q108032
Q107934	Q108048
Q107942	Q108064
Q107944	Q108050
Q107952	Q108030
Q107956	Q67465
Q107956	Q93972
Q107958	Q93972
Q107960	Q93972
Q107962	Q107990
Q107966	Q94149
Q107972	Q107992
Q107978	Q67465
Q107980	Q67465
Q107982	Q67465
Q108	Q116
Q10801	Q11174
Q108012	Q108160
Q108026	Q108237
Q108032	Q94415
Q108036	Q66360
Q108036	Q94415
Q108042	Q94239
Q108076	Q68118
Q108098	Q108375
Q108098	Q108377
Q108108	Q108398
Q108122	Q108130
Q108132	Q108414
Q10814	Q11461
Q108148	Q108297
Q108152	Q108183
Q10816	Q10874
Q10816	Q10942
Q108160	Q108426
Q108160	Q108428
Q108162	Q108438
Q108173	Q108498
Q108175	Q108498
Q108181	Q108462
Q108183	Q108464
Q108185	Q108428
Q108189	Q108470
Q108191	Q108472
Q108205	Q108482
Q108231	Q94363
Q108235	Q108385
Q108249	Q108492
Q108253	Q108492
Q108253	Q108684
Q108273	Q108502
Q108273	Q108504
Q108291	Q108510
Q10830	Q11102
Q10830	Q11501
Q108319	Q64029
Q108321	Q64029
Q108335	Q108504
Q108343	Q108548
Q108343	Q108728
Q108385	Q108590
Q108385	Q108592
Q108387	Q108482
Q108396	Q108594
Q108422	Q108620
Q108422	Q108622
Q108422	Q108834
Q10843	Q11450
Q108432	Q108434
Q108484	Q94363
Q108486	Q108596
Q10849	Q11522
Q108502	Q108506
Q108514	Q108694
Q108532	Q108634
Q10854	Q11521
Q10855	Q11131
Q10855	Q11418
Q108550	Q108730
Q108552	Q108736
Q108552	Q108738
Q108552	Q108740
Q108564	Q96888
Q108566	Q108756
Q108568	Q96888
Q10859	Q10905
Q108614	Q108730
Q108624	Q108794
Q108664	Q108852
Q108672	Q108730
Q108706	Q108708
Q108706	Q108876
Q108706	Q108878
Q108716	Q108882
Q108734	Q108742
Q108742	Q108894
Q108750	Q108906
Q108796	Q108940
Q10882	Q11262
Q10882	Q11544
Q10882	Q11545
Q10883	Q11537
Q108878	Q108997
Q108878	Q109001
Q108878	Q109003
Q108896	Q108916
Q108896	Q109109
Q108896	Q109111
Q108898	Q108914
Q108898	Q109017
Q108898	Q109019
Q108898	Q109111
Q108898	Q109117
Q108898	Q109131
Q108904	Q109035
Q108918	Q96888
Q108942	Q109057
Q108942	Q109059
Q108942	Q96448
Q108975	Q108977
Q109011	Q109023
Q109021	Q109113
Q109021	Q109197
Q109023	Q109121
Q109025	Q109201
Q109025	Q109205
Q109089	Q109091
Q109099	Q109101
Q109103	Q109191
Q109187	Q109259
Q109189	Q109261
Q109237	Q109239
Q109257	Q109307
Q109263	Q109265
Q109263	Q109317
Q109265	Q109331
Q109279	Q109337
Q109279	Q109339
Q109291	Q109355
Q109293	Q109365
Q109295	Q109367
Q109303	Q109373
Q109305	Q59997
Q109309	Q109311
Q109323	Q109379
Q109325	Q109327
Q109343	Q109401
Q109355	Q109437
Q109359	Q109361
Q109373	Q109463
Q109383	Q109385
Q109383	Q109477
Q109387	Q109495
Q109389	Q109499
Q109411	Q109413
Q109429	Q109529
Q109433	Q109435
Q109439	Q109567
Q109439	Q109760
Q109443	Q109577
Q109447	Q109585
Q109455	Q109457
Q109471	Q109473
Q109475	Q109615
Q109477	Q109622
Q109479	Q109481
Q109481	Q109632
Q109481	Q109650
Q109483	Q109634
Q109483	Q109636
Q10949	Q11524
Q109493	Q109619
Q109493	Q109660
Q109497	Q109648
Q109499	Q109619
Q109501	Q109638
Q109511	Q109692
Q109511	Q109694
Q109531	Q109712
Q109539	Q99899
Q109541	Q109734
Q109543	Q109742
Q109553	Q109555
Q109557	Q143493
Q109559	Q109770
Q109559	Q109772
Q109561	Q109778
Q109563	Q109782
Q109563	Q109784
Q109563	Q99907
Q109565	Q109800
Q109565	Q109802
Q109571	Q109806
Q109575	Q99909
Q109583	Q109824
Q109601	Q59997
Q109603	Q110172
Q109617	Q109844
Q109622	Q109654
Q109622	Q109858
Q109624	Q109862
Q109626	Q109646
Q109626	Q109866
Q109626	Q109868
Q109632	Q109652
Q109638	Q109892
Q109642	Q109894
Q109644	Q109902
Q109646	Q109656
Q109646	Q109658
Q109646	Q109894
Q109646	Q109908
Q109646	Q75429
Q109650	Q109652
Q109652	Q109928
Q109664	Q109930
Q109666	Q109668
Q109672	Q109674
Q109674	Q109888
Q109684	Q109960
Q109684	Q109962
Q109696	Q109964
Q109700	Q109974
Q10972	Q11480
Q109722	Q109724
Q109726	Q110004
Q109728	Q109752
Q109732	Q99899
Q10975	Q11483
Q109750	Q109762
Q109758	Q110016
Q109760	Q110034
Q109764	Q110060
Q109766	Q110070
Q109776	Q109784
Q109776	Q110090
Q10979	Q11683
Q109790	Q110102
Q109796	Q110118
Q109814	Q109816
Q109820	Q110146
Q10983	Q11705
Q10983	Q11706
Q109832	Q59869
Q109834	Q110636
Q109846	Q110192
Q109854	Q109856
Q109862	Q110202
Q109870	Q110204
Q109870	Q110206
Q109872	Q110218
Q109876	Q110224
Q109882	Q110240
Q109890	Q110252
Q109910	Q110256
Q109910	Q110258
Q109910	Q110260
Q109910	Q110262
Q109912	Q110272
Q109912	Q110274
Q109914	Q110276
Q109916	Q109938
Q109918	Q110288
Q109918	Q110290
Q109918	Q110292
Q109924	Q110316
Q109928	Q110330
Q109938	Q110196
Q109940	Q110338
Q109952	Q110340
Q109954	Q110346
Q109958	Q110348
Q10996	Q11663
Q109968	Q110350
Q10997	Q11741
Q10998	Q11753
Q109988	Q110822
Q109994	Q109996
Q109996	Q110036
Q110004	Q110046
Q110012	Q99799
Q110014	Q110414
Q110020	Q110420
Q110050	Q110052
Q110054	Q110056
Q110062	Q110462
Q110064	Q110468
Q110066	Q143493
Q110072	Q110122
Q110074	Q110482
Q110088	Q110492
Q110096	Q118743
Q110098	Q99907
Q110110	Q110552
Q110112	Q113389
Q110116	Q110554
Q110126	Q110564
Q110132	Q99909
Q110136	Q110138
Q110148	Q110150
Q110152	Q110598
Q110158	Q110160
Q110168	Q110170
Q110172	Q110636
Q110182	Q110646
Q110196	Q110660
Q110204	Q110666
Q110208	Q110670
Q110210	Q110674
Q110210	Q110676
Q110212	Q110680
Q110214	Q110684
Q110226	Q110692
Q110234	Q110238
Q110236	Q110704
Q110264	Q110714
Q110276	Q110296
Q110278	Q75426
Q110280	Q110732
Q110284	Q110740
Q110314	Q110742
Q110314	Q110744
Q110314	Q110746
Q110316	Q110766
Q110316	Q110768
Q110326	Q110328
Q110334	Q110668
Q110342	Q110780
Q110342	Q110794
Q110350	Q110798
Q110350	Q110800
Q110380	Q110382
Q110386	Q110388
Q11039	Q12613
Q110400	Q110850
Q110402	Q110404
Q110406	Q110854
Q110408	Q75453
Q110422	Q110530
Q110424	Q110426
Q110438	Q110888
Q110440	Q110894
Q110444	Q110446
Q110450	Q110452
Q110456	Q110918
Q110470	Q110472
Q110476	Q110940
Q110480	Q110556
Q110494	Q110970
Q110506	Q110974
Q110508	Q110980
Q110512	Q111000
Q110512	Q111002
Q110514	Q110516
Q110518	Q111017
Q110520	Q110522
Q110526	Q110528
Q110532	Q110924
Q110540	Q143499
Q110542	Q110976
Q11055	Q11128
Q11055	Q11795
Q11055	Q11796
Q110558	Q111047
Q11056	Q11723
Q11056	Q11807
Q11056	Q11808
Q110560	Q110562
Q110560	Q111055
Q110568	Q111067
Q110580	Q111079
Q110580	Q111081
Q110580	Q111083
Q110580	Q111085
Q110586	Q111093
Q110594	Q110596
Q110624	Q110626
Q110628	Q99310
Q110634	Q79060
Q110640	Q111153
Q110648	Q111163
Q110652	Q111165
Q110686	Q111179
Q110688	Q111181
Q110698	Q111189
Q110700	Q111197
Q110706	Q111201
Q110708	Q111213
Q110714	Q111229
Q110716	Q110752
Q110716	Q111229
Q110718	Q111239
Q11072	Q11261
Q110728	Q111255
Q110728	Q75423
Q110734	Q111177
Q110734	Q111259
Q110736	Q111265
Q110748	Q111284
Q110748	Q111286
Q110748	Q111288
Q110748	Q111290
Q110748	Q112040
Q110756	Q111304
Q110756	Q111306
Q110760	Q110762
Q110772	Q111312
Q110774	Q111318
Q110784	Q111332
Q110784	Q166768
Q110786	Q110788
Q110788	Q111334
Q110792	Q111344
Q110792	Q111346
Q110792	Q111348
Q110794	Q111344
Q110794	Q112130
Q11083	Q11849
Q110856	Q75453
Q110862	Q111025
Q110866	Q111426
Q110870	Q111442
Q110884	Q110886
Q110886	Q111454
Q110892	Q111467
Q110902	Q110904
Q110908	Q111487
Q110914	Q111438
Q110926	Q111505
Q110930	Q111519
Q110946	Q111527
Q110948	Q111531
Q110952	Q111537
Q110954	Q114318
Q110956	Q110976
Q110958	Q111567
Q110958	Q111779
Q110962	Q110978
Q110964	Q111579
Q110966	Q113389
Q110972	Q111585
Q110974	Q111603
Q110982	Q110984
Q110984	Q205619
Q110986	Q111633
Q110986	Q118743
Q110988	Q111643
Q110988	Q118743
Q110988	Q205554
Q110990	Q111645
Q110994	Q111657
Q110996	Q111663
Q110996	Q111665
Q110998	Q111677
Q111004	Q111691
Q111006	Q111697
Q111006	Q111699
Q111008	Q111703
Q111011	Q111517
Q111013	Q111015
Q111013	Q111711
Q111019	Q111709
Q111031	Q111685
Q111041	Q111755
Q111043	Q111761
Q111051	Q111773
Q111057	Q111781
Q111059	Q111789
Q111069	Q111793
Q111075	Q111077
Q111075	Q111081
Q111075	Q111803
Q111087	Q111823
Q111089	Q111825
Q111097	Q111133
Q1111	Q30864
Q111107	Q111849
Q111115	Q111117
Q111127	Q111869
Q111129	Q111875
Q111137	Q111139
Q111141	Q111899
Q111143	Q111901
Q111145	Q111147
Q111149	Q111151
Q111157	Q111919
Q111165	Q111931
Q111183	Q111941
Q111185	Q111193
Q111191	Q111951
Q111199	Q111296
Q111199	Q111958
Q1112	Q30868
Q1112	Q54436
Q111203	Q206590
Q111205	Q113099
Q111209	Q111976
Q111211	Q111978
Q111233	Q111986
Q111235	Q111994
Q111239	Q112008
Q11124	Q11386
Q111241	Q112014
Q111257	Q112030
Q111278	Q111280
Q111292	Q112042
Q111294	Q112048
Q111296	Q111960
Q111302	Q112074
Q111308	Q112084
Q111314	Q112090
Q111320	Q154006
Q111334	Q111340
Q111354	Q112138
Q111356	Q112140
Q11137	Q11224
Q111406	Q99819
Q111408	Q112218
Q111410	Q112222
Q111414	Q99767
Q111430	Q112236
Q111432	Q111434
Q111456	Q112306
Q111456	Q112308
Q111465	Q113562
Q111469	Q112316
Q111473	Q112320
Q111477	Q112326
Q111483	Q112330
Q111489	Q112230
Q111491	Q112334
Q111493	Q112276
Q111497	Q112352
Q111499	Q112358
Q111507	Q112362
Q111509	Q59325
Q111523	Q111545
Q111529	Q112376
Q111529	Q113668
Q111533	Q111569
Q111533	Q112382
Q111535	Q111785
Q111539	Q112392
Q111547	Q143499
Q11155	Q11772
Q111553	Q112412
Q111561	Q112420
Q111567	Q112434
Q111567	Q112863
Q111589	Q111591
Q111589	Q112460
Q111589	Q112462
Q111589	Q205026
Q111589	Q205802
Q111593	Q112478
Q111593	Q207967
Q111595	Q112480
Q111597	Q112486
Q111599	Q111613
Q111599	Q207457
Q11160	Q11182
Q111603	Q112502
Q111605	Q111637
Q111605	Q112504
Q111609	Q111611
Q111617	Q111619
Q111619	Q112518
Q111623	Q112558
Q111623	Q207165
Q111625	Q112570
Q111627	Q112572
Q111635	Q112580
Q111637	Q112598
Q111637	Q205109
Q111637	Q206973
Q111639	Q112604
Q111639	Q205627
Q111643	Q112624
Q111643	Q112626
Q111645	Q112640
Q111649	Q112644
Q111649	Q112646
Q111649	Q205507
Q111653	Q112654
Q111653	Q112656
Q111655	Q112666
Q111659	Q112674
Q111659	Q112676
Q111659	Q207399
Q111661	Q112691
Q111663	Q205534
Q111667	Q112404
Q111669	Q112705
Q111669	Q112707
Q111669	Q205598
Q111669	Q206781
Q111673	Q112717
Q111679	Q112723
Q111679	Q114610
Q111681	Q112729
Q111683	Q112448
Q111693	Q111707
Q111693	Q112737
Q111699	Q112751
Q111701	Q112755
Q111701	Q112757
Q111707	Q112767
Q111713	Q111715
Q111717	Q111721
Q111723	Q112775
Q111725	Q111727
Q111729	Q112797
Q111733	Q118429
Q111741	Q112815
Q111743	Q112821
Q111751	Q112827
Q111751	Q112829
Q111759	Q112586
Q111763	Q112851
Q111771	Q112857
Q111773	Q112861
Q111781	Q112871
Q111783	Q112865
Q111787	Q112873
Q111795	Q112889
Q111801	Q112897
Q111819	Q111821
Q111843	Q112911
Q111845	Q112913
Q111847	Q111851
Q111859	Q112929
Q111859	Q112931
Q111871	Q112951
Q111885	Q111887
Q111891	Q112977
Q111899	Q112995
Q111905	Q99627
Q111907	Q60293
Q111909	Q113013
Q111909	Q75495
Q111911	Q111929
Q111915	Q111917
Q111921	Q113037
Q111921	Q113039
Q111933	Q113051
Q111935	Q111937
Q111962	Q113069
Q111966	Q113069
Q111968	Q113073
Q111968	Q113205
Q111972	Q113095
Q111974	Q113101
Q111974	Q206242
Q111974	Q208047
Q111976	Q112106
Q111980	Q113109
Q111984	Q113119
Q111988	Q113125
Q112000	Q113153
Q112006	Q113167
Q112014	Q113185
Q112014	Q115183
Q112018	Q113193
Q112018	Q113195
Q112022	Q113143
Q112022	Q113201
Q112022	Q113203
Q112024	Q113259
Q112036	Q115221
Q112038	Q112070
Q112038	Q113213
Q112044	Q112054
Q112052	Q112104
Q112056	Q112060
Q112064	Q135895
Q112072	Q113239
Q11208	Q11228
Q112080	Q112082
Q112080	Q113255
Q112096	Q113259
Q112116	Q113277
Q112118	Q112120
Q112122	Q112993
Q112132	Q112134
Q112132	Q113287
Q112132	Q113289
Q112140	Q113297
Q112140	Q113298
Q112158	Q113318
Q112158	Q167124
Q112180	Q113356
Q11220	Q11978
Q112206	Q113380
Q112210	Q112212
Q112214	Q113388
Q112216	Q99819
Q112228	Q113392
Q112234	Q112504
Q112236	Q113408
Q112238	Q112833
Q112240	Q113410
Q112242	Q113416
Q112246	Q115492
Q112246	Q207920
Q112248	Q112250
Q112248	Q112252
Q11225	Q11406
Q112266	Q112268
Q112270	Q112338
Q112270	Q113508
Q112274	Q113404
Q11228	Q11480
Q112282	Q113518
Q112284	Q113530
Q112296	Q112298
Q112310	Q113556
Q112318	Q113574
Q112336	Q113594
Q112340	Q113512
Q112346	Q112348
Q112348	Q113612
Q112348	Q205236
Q112352	Q113628
Q112352	Q205103
Q112352	Q206678
Q112354	Q113634
Q112356	Q112454
Q112356	Q206159
Q11236	Q11250
Q112364	Q112672
Q112364	Q113640
Q112364	Q113642
Q112370	Q113650
Q112374	Q113656
Q112378	Q113660
Q112380	Q115796
Q112382	Q112885
Q112384	Q113680
Q112384	Q113682
Q112384	Q115830
Q112388	Q112452
Q112398	Q113712
Q112400	Q112821
Q112404	Q113736
Q112406	Q112709
Q112408	Q118257
Q112412	Q113522
Q112412	Q113648
Q112412	Q113740
Q112414	Q113748
Q112418	Q112759
Q112420	Q113762
Q112422	Q113770
Q112428	Q112446
Q112428	Q113778
Q112430	Q113800
Q112432	Q112887
Q112437	Q112440
Q112444	Q113830
Q112446	Q113832
Q112446	Q113834
Q112456	Q113848
Q112458	Q112538
Q112464	Q112466
Q112464	Q113880
Q112464	Q207453
Q112468	Q113886
Q112468	Q113888
Q112468	Q206141
Q112470	Q113904
Q112472	Q113854
Q112472	Q113912
Q112478	Q113930
Q112478	Q116447
Q112480	Q206733
Q112484	Q113976
Q112488	Q113985
Q112490	Q112558
Q112490	Q113816
Q112490	Q113990
Q112490	Q205068
Q112490	Q207165
Q112492	Q114004
Q112496	Q112498
Q112498	Q113576
Q112502	Q114031
Q112502	Q205629
Q112504	Q114033
Q112504	Q114035
Q112504	Q114037
Q112506	Q113818
Q112508	Q112510
Q112508	Q112512
Q112514	Q112516
Q112514	Q114058
Q112516	Q114074
Q112518	Q113926
Q112518	Q205591
Q112520	Q113989
Q112522	Q114078
Q112524	Q114082
Q112524	Q114084
Q112526	Q112528
Q112532	Q113574
Q112532	Q113576
Q112532	Q114088
Q112536	Q114095
Q112538	Q114097
Q112540	Q114101
Q112542	Q113856
Q112542	Q206256
Q112544	Q113894
Q112548	Q113983
Q112556	Q114125
Q112562	Q113942
Q112562	Q114139
Q112562	Q205529
Q112562	Q205646
Q112564	Q114149
Q112564	Q114151
Q112582	Q114163
Q112588	Q114169
Q112590	Q112592
Q112600	Q114185
Q112602	Q114191
Q112602	Q114193
Q112606	Q113646
Q112606	Q205352
Q112609	Q114223
Q112613	Q114229
Q112616	Q112618
Q112616	Q114233
Q112616	Q205194
Q112616	Q205420
Q112620	Q112695
Q112620	Q114197
Q112622	Q114189
Q112628	Q112630
Q112630	Q114263
Q112630	Q114265
Q112632	Q113996
Q112636	Q114269
Q112636	Q206920
Q112636	Q207708
Q112638	Q114283
Q112646	Q114319
Q112648	Q114321
Q112648	Q114323
Q112650	Q114357
Q112650	Q207938
Q112652	Q114359
Q112652	Q208584
Q112656	Q114381
Q112660	Q114387
Q112662	Q114395
Q112664	Q114415
Q112666	Q114305
Q112668	Q114437
Q112670	Q112672
Q112676	Q114465
Q112680	Q114467
Q112680	Q114469
Q112682	Q114483
Q112683	Q114491
Q112683	Q114493
Q112685	Q114503
Q112687	Q114511
Q112689	Q114523
Q112691	Q207245
Q112693	Q114528
Q112695	Q114530
Q112695	Q206638
Q112697	Q114538
Q112699	Q114540
Q112699	Q114542
Q112699	Q114544
Q112699	Q114546
Q112699	Q114548
Q112705	Q114558
Q112709	Q114566
Q112711	Q114572
Q112711	Q114574
Q112715	Q114580
Q112717	Q114596
Q112719	Q112721
Q112725	Q117996
Q112727	Q112733
Q112729	Q114627
Q112731	Q114629
Q112739	Q114635
Q112745	Q112747
Q112753	Q114643
Q112761	Q114647
Q112761	Q114649
Q112763	Q114653
Q112765	Q114656
Q112779	Q114668
Q112781	Q114674
Q112783	Q112785
Q112789	Q114694
Q11279	Q12074
Q112791	Q112793
Q112801	Q114702
Q112803	Q114213
Q112807	Q114712
Q112811	Q114722
Q112813	Q114726
Q112815	Q114741
Q112817	Q114746
Q112817	Q114748
Q112817	Q114750
Q112819	Q114766
Q112821	Q114175
Q112825	Q114772
Q112827	Q114780
Q112829	Q114784
Q112831	Q112869
Q112835	Q113524
Q112841	Q114796
Q112843	Q113714
Q112845	Q112847
Q112849	Q114806
Q112853	Q114812
Q112853	Q114814
Q112857	Q114818
Q112867	Q114834
Q112867	Q114836
Q112877	Q114861
Q112879	Q114865
Q112881	Q112883
Q112885	Q114869
Q112885	Q118257
Q112887	Q113680
Q112893	Q114873
Q112917	Q114891
Q112921	Q112955
Q112929	Q114897
Q112933	Q114905
Q112939	Q114915
Q112957	Q114923
Q112971	Q112981
Q112973	Q112979
Q112985	Q112987
Q112989	Q112991
Q112993	Q114953
Q112999	Q60356
Q113005	Q75513
Q113007	Q99627
Q113011	Q75516
Q113015	Q113017
Q113015	Q114973
Q113043	Q114981
Q113061	Q115017
Q113067	Q115021
Q113071	Q113081
Q113081	Q115023
Q113081	Q154041
Q113081	Q205651
Q113081	Q206823
Q113081	Q208134
Q113085	Q207427
Q113085	Q207705
Q113091	Q115049
Q113091	Q115051
Q113093	Q206544
Q113095	Q115039
Q1131	Q30876
Q113103	Q115073
Q113107	Q207264
Q113111	Q115033
Q113143	Q115137
Q113149	Q115139
Q113149	Q115141
Q113149	Q115143
Q113167	Q115167
Q113169	Q115169
Q113171	Q115173
Q113187	Q115185
Q113189	Q115155
Q113191	Q115153
Q113197	Q115205
Q113205	Q113225
Q113209	Q115223
Q113231	Q115233
Q113233	Q115237
Q113235	Q115239
Q113235	Q115241
Q113237	Q115251
Q113249	Q115255
Q113251	Q113253
Q113255	Q115275
Q113257	Q115279
Q113265	Q113267
Q113271	Q135895
Q113279	Q113281
Q113283	Q113285
Q113295	Q115297
Q113320	Q113348
Q113320	Q115315
Q113320	Q115317
Q113330	Q115344
Q113332	Q115346
Q113340	Q38206
Q113344	Q115424
Q113366	Q171561
Q113366	Q171562
Q113380	Q113386
Q113400	Q115472
Q113400	Q116799
Q113412	Q115476
Q113414	Q115478
Q113418	Q115486
Q113420	Q115494
Q113420	Q118912
Q113424	Q113426
Q113428	Q115500
Q113432	Q115508
Q113434	Q113436
Q113434	Q115514
Q113434	Q115516
Q113434	Q206794
Q113438	Q113580
Q113440	Q118967
Q113460	Q205589
Q113460	Q206545
Q113462	Q115550
Q113462	Q206123
Q113472	Q115570
Q113490	Q113494
Q113492	Q114684
Q113500	Q115576
Q113506	Q115594
Q113506	Q205535
Q113516	Q119007
Q113520	Q115608
Q113522	Q115614
Q113528	Q115621
Q113534	Q114770
Q113546	Q115633
Q113552	Q113554
Q113552	Q205449
Q113564	Q118106
Q113566	Q113568
Q113566	Q115654
Q113566	Q115656
Q113566	Q206910
Q113570	Q115664
Q113572	Q113614
Q113572	Q206702
Q113576	Q114121
Q113576	Q206942
Q113580	Q113582
Q113594	Q115704
Q113604	Q115710
Q113606	Q206303
Q113610	Q115506
Q113612	Q206035
Q113614	Q207148
Q113614	Q207905
Q113616	Q115726
Q113620	Q113622
Q113622	Q115237
Q113624	Q115502
Q113625	Q79361
Q113626	Q115518
Q113632	Q115492
Q113642	Q114041
Q113652	Q115774
Q113652	Q115776
Q113658	Q118318
Q113664	Q115790
Q113670	Q119193
Q113674	Q115814
Q113676	Q113690
Q113686	Q115832
Q113688	Q113794
Q113688	Q115842
Q113692	Q115838
Q113696	Q113698
Q1137	Q30884
Q113710	Q115858
Q113714	Q113764
Q113716	Q113718
Q113720	Q114739
Q113722	Q115874
Q113724	Q115884
Q113726	Q115896
Q113730	Q115904
Q113730	Q115906
Q113730	Q115908
Q113732	Q115916
Q113734	Q115920
Q113738	Q114754
Q113750	Q119475
Q113752	Q114645
Q113756	Q113758
Q113762	Q115942
Q113766	Q115952
Q113768	Q118255
Q113772	Q115980
Q113776	Q115984
Q113776	Q115986
Q113780	Q119678
Q113782	Q116012
Q113784	Q114820
Q113784	Q116020
Q113786	Q114820
Q113788	Q116048
Q113788	Q146960
Q113790	Q118257
Q113794	Q114752
Q113794	Q116058
Q113794	Q118322
Q113796	Q114871
Q113796	Q116074
Q113798	Q116076
Q113800	Q116102
Q113800	Q116104
Q113802	Q116110
Q113802	Q119804
Q113808	Q114842
Q113810	Q116124
Q113810	Q116126
Q113810	Q116128
Q113818	Q114135
Q113820	Q116136
Q113824	Q113826
Q113824	Q114792
Q113826	Q114131
Q113832	Q116154
Q113836	Q114704
Q113846	Q116168
Q113846	Q206178
Q113846	Q207361
Q113846	Q208560
Q113850	Q113852
Q113850	Q116186
Q113850	Q116188
Q113856	Q114113
Q113856	Q115496
Q113864	Q116214
Q113864	Q116216
Q113866	Q116223
Q113868	Q116229
Q113870	Q113872
Q113874	Q113876
Q113874	Q206672
Q113874	Q208198
Q113878	Q116279
Q113878	Q116281
Q113878	Q116337
Q113878	Q208194
Q113878	Q208199
Q113882	Q113884
Q11389	Q11454
Q113896	Q116315
Q113896	Q205970
Q113898	Q114129
Q113900	Q114123
Q113906	Q114133
Q113906	Q205982
Q113908	Q116353
Q113912	Q116361
Q113912	Q207913
Q113914	Q116363
Q113916	Q116367
Q113916	Q205512
Q113920	Q116373
Q113924	Q116383
Q113926	Q116389
Q113928	Q116391
Q113928	Q116393
Q113932	Q114199
Q113932	Q116407
Q113932	Q116409
Q113934	Q116415
Q113936	Q116425
Q113936	Q120207
Q113938	Q114287
Q113938	Q114289
Q113938	Q116433
Q113940	Q116437
Q113944	Q116449
Q113946	Q116459
Q113948	Q116459
Q113952	Q116483
Q113954	Q116489
Q113958	Q116495
Q113960	Q113962
Q113960	Q205984
Q113962	Q116505
Q113966	Q116507
Q113968	Q116283
Q113972	Q116533
Q113972	Q116535
Q113974	Q116543
Q113978	Q114253
Q113980	Q116561
Q113981	Q113982
Q113981	Q205972
Q113987	Q116579
Q113989	Q116583
Q113989	Q208745
Q113990	Q116587
Q113992	Q114187
Q113994	Q125733
Q113996	Q114271
Q113996	Q116603
Q113996	Q206218
Q113998	Q114205
Q113998	Q116609
Q114	Q123
Q114000	Q116615
Q114006	Q116619
Q114008	Q114010
Q114012	Q116625
Q114018	Q115572
Q114018	Q116635
Q114020	Q114022
Q114020	Q206809
Q114028	Q116645
Q114033	Q116653
Q114037	Q114686
Q114045	Q114047
Q114049	Q114050
Q114049	Q116675
