qid	birth_precision	death_precision
Q12503		11
Q12509	9	11
Q12517	9	9
Q12520	9	
Q12521	9	
Q12522	9	9
Q12524	9	11
Q12527	9	11
Q12529	9	11
Q12530	9	11
Q12531	9	11
Q12535	9	11
Q12556	11	11
Q12560	9	11
Q12565	9	11
Q12569	9	11
Q12571	9	
Q12572	9	11
Q12577	11	11
Q12578	11	11
Q12581	9	11
Q12590	9	11
Q12591	9	11
Q12593	9	11
Q12595	9	11
Q12599		11
Q12600	9	11
Q12605		11
Q12606		11
Q12610	11	9
Q12611		11
Q12612		9
Q12613	9	10
Q12614		11
Q12619		9
Q12620	11	9
Q12623	9	
Q12624		11
Q12628	9	10
Q12634	11	11
Q12644	9	11
Q12650	9	11
Q12658	11	11
Q12666	9	9
Q12667	11	
Q12670		11
Q12675		11
Q12676	9	
Q12689		11
Q12690		9
Q12693		11
Q12694	9	11
Q12700	9	11
Q12708	9	11
Q12712	9	9
Q12713	9	11
Q12714	9	11
Q12723	9	11
Q12726	9	11
Q12740	9	11
Q12751	9	11
Q12756	9	11
Q12757		11
Q12767		11
Q12768		11
Q12769	9	11
Q12808	9	11
Q12809	9	11
Q12810	9	11
Q12820	9	11
Q12821		11
Q12828	11	11
Q12836	9	11
Q12838	11	11
Q12840	9	11
Q12845		11
Q12847	9	11
Q12849	9	11
Q12868	11	11
Q12869	11	11
Q12870	11	11
Q12878	9	9
Q12886		11
Q12901	9	11
Q12909		11
Q12911	9	11
Q12920	11	11
Q12928	9	11
Q12948	9	11
Q12951		11
Q12952	9	11
Q12957		11
Q12963	11	11
Q12965		10
Q12975	9	11
Q12976	9	11
Q12984	9	11
Q12988	9	11
Q13000	9	11
Q13018		9
Q13064	9	11
Q13074	9	11
Q13085	9	11
Q13097		11
Q13099	9	11
Q13106	9	11
Q13107	9	
Q13122	9	11
Q13135	9	11
Q13136	9	11
Q13137	9	11
Q13138	9	11
Q13139	9	11
Q13140	9	11
Q13141	9	11
Q13160	9	11
Q13163	9	11
Q13167	9	11
Q13168	9	11
Q13181	9	11
Q13196	11	11
Q13197	9	11
Q13201		11
Q13212	11	11
Q13222	9	11
Q13233	9	11
Q13243		11
Q13248	9	11
Q13250	9	11
Q13257	9	11
Q13265	9	11
Q13266		9
Q13284	9	
Q13287	9	11
Q13288	11	
Q13290	9	11
Q13292	11	11
Q13293	9	11
Q13294	9	11
Q13295	9	11
Q13297	11	11
Q13298	9	11
Q13300	9	11
Q13305	9	11
Q13307	9	10
Q13308	9	11
Q13310	9	11
Q13311	11	11
Q13313	9	11
Q13324	9	11
Q13326		11
Q13329	11	11
Q13330	9	9
Q13331	11	11
Q13338	9	
Q13339	11	9
Q13341	9	
Q13344	11	
Q13347	11	
Q13348	11	11
Q13350	9	11
Q13352	9	9
Q13353	9	9
Q13355	9	9
Q13357	9	
Q13358	9	
Q13359	9	9
Q13364	9	11
Q13380	9	11
Q13382	9	11
Q13383	11	11
Q13386		9
Q13392	11	11
Q13398		9
Q13421	9	11
Q13422	9	11
Q13423	9	11
Q13429	9	9
Q13434	9	11
Q13439	9	11
Q13471	9	9
Q13472	9	11
Q13473	9	11
Q13478	9	11
Q13482	9	11
Q13497	9	11
Q13498		9
Q13499		11
Q13515	9	
Q13521		11
Q13522	9	11
Q13527	9	
Q13539	9	11
Q13540	11	11
Q13557	9	
Q13558	9	11
Q13559	9	11
Q13562	9	9
Q13570	9	11
Q13571	9	9
Q13574	9	11
Q13583	11	11
Q13605	9	11
Q13615		9
Q13678	11	9
Q13691	9	11
Q13698	9	11
Q13712	9	11
Q13724	9	11
Q13725	9	9
Q13726		9
Q13736	9	9
Q13741	9	11
Q13745	9	11
Q13756		9
Q13758	9	
Q13764	9	11
Q13773		11
Q13774	9	10
Q13776	11	11
Q13781	11	11
Q13782	9	11
Q13785	11	11
Q13787	11	11
Q13796	11	11
Q13797	11	11
Q13853	9	11
Q13854	11	9
Q13856	9	11
Q13857	9	11
Q13858	9	11
Q13863	9	11
Q13864	9	11
Q13872	9	11
Q13873	9	
Q13874	9	11
Q13886	9	11
Q13887	9	11
Q13890	9	11
Q13891	9	11
Q13893	9	11
Q13897	9	9
Q13900	11	10
Q13906	9	11
Q13907	9	
Q13910	11	
Q13911	9	11
Q13912	9	11
Q13915	9	9
Q13926		11
Q13929		11
Q13930		11
Q13932		11
Q13938	11	
Q13939	11	11
Q13940	11	
Q13941	11	
Q13947	11	
Q13958	11	
Q13961	11	11
Q13972	11	9
Q13991	9	11
Q13992	9	11
Q13994		9
Q13995	9	11
Q13996	9	11
Q14001	9	11
Q14004	9	11
Q14009	9	11
Q14010	9	11
Q14011	9	11
Q14027	9	10
Q14028	9	11
Q14030	9	10
Q14037	9	11
Q14044	9	11
Q14046	9	11
Q14048	9	11
Q14067	9	9
Q14068	9	11
Q14077	9	11
Q14082	11	11
Q14086	11	11
Q14093		11
Q14109	9	11
Q14110	9	11
Q14111	9	11
Q14113	9	9
Q14124	9	11
Q14127		11
Q14143	11	11
Q14144	9	11
Q14153		11
Q14157		9
Q14159	9	11
Q14160		11
Q14166	9	
Q14174	9	11
Q14197	9	11
Q14198	9	11
Q14208	9	9
Q14219		11
Q14220	11	11
Q14232	9	11
Q14237	11	11
Q14238	9	11
Q14240	11	11
Q14250	9	11
Q14262	9	11
Q14264	9	11
Q14266	9	11
Q14294	11	11
Q14295	9	9
Q14305	9	11
Q14313	9	11
Q14319	11	11
Q14322	9	10
Q14328	9	11
Q14329	11	11
Q14333	11	11
Q14340	9	11
Q14344	11	11
Q14345	11	
Q14349		9
Q14350	11	11
Q14354	11	11
Q14364	9	9
Q14367	9	11
Q14370	9	11
Q14378	9	11
Q14387	9	11
Q14388	9	11
Q14391	9	11
Q14397	11	11
Q14400	9	11
Q14401	9	9
Q14402	11	
Q14407	9	11
Q14410	9	9
Q14414		11
Q14416		11
Q14417	11	
Q14424	11	
Q14427	11	
Q14428	9	11
Q14429	11	
Q14431	11	11
Q14433	11	
Q14435	11	11
Q14436	9	
Q14438		11
Q14440	11	
Q14443	11	
Q14445	11	
Q14446	11	
Q14447	9	
Q14449	9	9
Q14451	9	9
Q14452	11	11
Q14453	9	9
Q14454	11	11
Q14459	11	
Q14480	9	11
Q14482		11
Q14487	9	11
Q14488	11	11
Q14491	9	11
Q14492	11	11
Q14497	9	11
Q14498	11	11
Q14499	9	11
Q14516	11	11
Q14517	11	11
Q14520	9	11
Q14521	9	11
Q14522	9	11
Q14529	11	11
Q14531		11
Q14532	9	11
Q14536		11
Q14545		11
Q14546	9	11
Q14548		10
Q14554	9	11
Q14557	9	11
Q14563	9	
Q14564	9	9
Q14569		11
Q14570	11	11
Q14572		11
Q14580		11
Q14589	9	11
Q14591	9	
Q14592	9	
Q14594	9	11
Q14595	9	9
Q14596	9	9
Q14611	9	11
Q14615	9	11
Q14630	11	11
Q14631	9	11
Q14634	9	11
Q14641		9
Q14647	11	11
Q14677	9	11
Q14705	9	11
Q14712	9	11
Q14713	9	11
Q14721	11	11
Q14723	9	11
Q14744	9	11
Q14752	11	11
Q14753	9	11
Q14755	9	11
Q14774	11	11
Q14775	9	11
Q14776	9	11
Q14777	9	11
Q14781	9	11
Q14787	11	11
Q14788	9	11
Q14795	9	11
Q14803	9	11
Q14804	9	11
Q14808	9	11
Q14809	9	
Q14814	9	11
Q14820	11	11
Q14821	11	11
Q14826		9
Q14827		11
Q14829		11
Q14830	9	9
Q14832		9
Q14836	11	
Q14838	11	
Q14840		11
Q14850	11	
Q14854	11	9
Q14855	9	
Q14857	11	11
Q14858		9
Q14860	11	11
Q14861	9	
Q14862	11	
Q14864		9
Q14880	9	11
Q14883		11
Q14892	9	11
Q14898	9	
Q14900	9	
Q14902	9	11
Q14904	9	11
Q14908	9	
Q14917	11	11
Q14918		11
Q14921	11	11
Q14923	9	11
Q14925	9	
Q14926	9	11
Q14928	11	11
Q14935	9	11
Q14936	11	11
Q14938		11
Q14939	9	11
Q14949	9	11
Q14950	9	11
Q14951	9	
Q14953	9	
Q14954	9	11
Q14958	9	11
Q14960	11	11
Q14964	11	11
Q14965	9	11
Q14974	9	11
Q14975		9
Q14976	9	11
Q14990		11
Q14991	11	11
Q14992	9	11
Q14993	9	
Q14999	9	11
Q15000		11
Q15002	9	11
Q15004	11	
Q15005	9	11
Q15006	9	11
Q15008	11	11
Q15010	11	11
Q15012	11	
Q15031	9	11
Q15033		11
Q15038	9	11
Q15045	9	11
Q15046	11	11
Q15056	9	11
Q15058	11	11
Q15060	9	11
Q15061	11	11
Q15062	11	11
Q15084	9	11
Q15090	9	11
Q15091	9	11
Q15107	9	11
Q15111		10
Q15115	11	11
Q15117	9	11
Q15130	9	11
Q15142	11	9
Q15143	11	11
Q15144	9	11
Q15151		11
Q15158	9	9
Q15164	9	11
Q15169	9	11
Q15172	11	11
Q15173	9	11
Q15174	9	11
Q15179	9	11
Q15180		11
Q15186	11	11
Q15187	9	11
Q15188		11
Q15196	11	11
Q15197	11	11
Q15199	9	11
Q15200	9	11
Q15207	9	11
Q15217	11	11
Q15218	11	11
Q15221	9	11
Q15237	11	11
Q15240	11	9
Q15242	9	9
Q15245	9	11
Q15253	11	9
Q15258	11	11
Q15259	11	11
Q15264		11
Q15266		11
Q15277	11	11
Q15283	9	9
Q15285	9	11
Q15293	9	
Q15302		11
Q15306		11
Q15308	9	11
Q15309	11	11
Q15310	9	11
Q15311	9	11
Q15312	9	11
Q15314	9	11
Q15316	9	
Q15318	9	
Q15320	9	11
Q15324	9	11
Q15327	9	11
Q15333		11
Q15335	9	11
Q15337	9	11
Q15339	9	
Q15342	11	11
Q15343	9	11
Q15351	11	11
Q15353	9	11
Q15357	9	11
Q15358	9	11
Q15370	11	11
Q15375		11
Q15393	9	11
Q15394	11	11
Q15395	9	11
Q15396	9	11
Q15399	9	11
Q15404	11	11
Q15406	9	11
Q15407	9	11
Q15408	11	11
Q15409	9	11
Q15417	9	11
Q15421	9	11
Q15423	9	11
Q15424	11	11
Q15425	9	11
Q15426	11	11
Q15427	11	11
Q15429	9	9
Q15433	9	11
Q15434	11	11
Q15435	11	11
Q15438	11	11
Q15439	11	11
Q15440	9	11
Q15441	11	11
Q15442	9	11
Q15443	9	11
Q15444	9	11
Q15445	9	11
Q15446	9	11
Q15447	10	11
Q15448	9	11
Q15449	9	11
Q15453	9	11
Q15454	11	11
Q15455	11	11
Q15456	9	11
Q15457		11
Q15459	11	11
Q15460		11
Q15461	9	11
Q15462		11
Q15463		11
Q15464	11	11
Q15468	11	11
Q15469	11	11
Q15471	11	11
Q15472	11	11
Q15473	9	11
Q15474	11	11
Q15475	11	11
Q15476	11	11
Q15477	11	11
Q15478	11	11
Q15479	9	11
Q15480	9	11
Q15482	11	11
Q15483	11	11
Q15484	9	11
Q15486	11	11
Q15489	11	9
Q15514	9	11
Q15517	9	
Q15522	9	11
Q15524	9	11
Q15530	9	11
Q15531	9	
Q15537		11
Q15541		11
Q15544	11	11
Q15545	9	11
Q15566	9	9
Q15568	9	11
Q15586	9	9
Q15589	9	11
Q15590	9	11
Q15591	11	11
Q15598	9	11
Q15611	9	11
Q15616	9	9
Q15625	11	11
Q15627	11	11
Q15640	9	11
Q15644	11	11
Q15645	9	11
Q15649	9	11
Q15653	11	
Q15654	9	11
Q15661	11	11
Q15663	9	11
Q15668	11	11
Q15669	9	11
Q15672	9	11
Q15675		11
Q15676	9	11
Q15680	11	11
Q15681	11	11
Q15682	11	11
Q15683	11	11
Q15685	11	11
Q15686	11	11
Q15691	11	11
Q15695	11	11
Q15696	9	11
Q15697		11
Q15698		11
Q15701	11	11
Q15703	11	11
Q15704	11	11
Q15710		9
Q15712	11	11
Q15716		11
Q15718	11	11
Q15719		11
Q15720		9
Q15724	11	11
Q15725		11
Q15726		11
Q15727		11
Q15728		11
Q15741	9	11
Q15742		11
Q15743	9	9
Q15747	9	11
Q15753	9	11
Q15754	9	11
Q15755	9	11
Q15769	9	11
Q15770	9	11
Q15771		11
Q15772	9	11
Q15775	9	11
Q15787	9	9
Q15792	11	11
Q15793		11
Q15794	9	11
Q15796	9	11
Q15797	9	11
Q15798	9	11
Q15801	9	11
Q15802	9	11
Q15803	9	11
Q15804	9	11
Q15805	9	11
Q15808	9	11
Q15809	11	11
Q15810	9	9
Q15811	9	11
Q15814		11
Q15819	11	11
Q15824	9	11
Q15825	9	9
Q15829	9	11
Q15831	9	11
Q15832	9	11
Q15834	9	11
Q15836	11	11
Q15837	9	11
Q15839	11	11
Q15853	9	11
Q15854		9
Q15855	9	11
Q15856	11	11
Q15863	9	11
Q15884		11
Q15890	11	11
Q15892	9	11
Q15893	9	11
Q15894	9	11
Q15895	9	11
Q15898	9	11
Q15902	9	11
Q15908	11	11
Q15911	9	9
Q15912	9	11
Q15913	11	11
Q15914	9	10
Q15915	9	11
Q15918	11	11
Q15919	9	11
Q15922	11	11
Q15926	11	11
Q15931	11	11
Q15932	11	11
Q15933	11	11
Q15934	11	11
Q15936	11	9
Q15937	11	11
Q15938	9	11
Q15945	11	11
Q15946	11	11
Q15951	9	11
Q15952	9	11
Q15953	9	11
Q15955	9	11
Q15956		11
Q15958	9	11
Q15961		11
Q15962	9	11
Q15963	9	9
Q15964	9	11
Q15966	9	11
Q15974	11	11
Q15976	11	11
Q15977	11	11
Q15980	9	
Q15988	9	11
Q15989	9	11
Q15990	11	11
Q15991	9	11
Q15992		11
Q15993		11
Q15995	9	11
Q15997	11	11
Q15998	9	11
Q15999	11	10
Q16001	9	
Q16002	10	11
Q16003	11	11
Q16009	9	11
Q16011	9	11
Q16013	9	11
Q16014	11	11
Q16015	11	11
Q16017	11	11
Q16018	9	11
Q16019	11	11
Q16020	9	11
Q16021	11	11
Q16022	11	11
Q16023	11	11
Q16024	11	11
Q16025	11	11
Q16027	11	11
Q16029	9	11
Q16031	9	11
Q16032	9	11
Q16034	11	11
Q16037	11	11
Q16038	9	9
Q16039	11	11
Q16045	9	11
Q16046	9	11
Q16048	9	11
Q16049	9	11
Q16050	9	11
Q16051	9	11
Q16052	9	11
Q16053		11
Q16054	9	11
Q16055	9	11
Q16060	9	11
Q16061	9	11
Q16062	9	11
Q16063	11	11
Q16064	11	11
Q16065	9	11
Q16071		11
Q16076		11
Q16080	11	11
Q16081	11	11
Q16082	11	11
Q16083	11	11
Q16084	11	11
Q16086	11	11
Q16088	9	11
Q16092	11	11
Q16101	11	11
Q16103	11	11
Q16109	9	11
Q16110	11	11
Q16111	9	11
Q16112	11	11
Q16116	9	11
Q16118	11	11
Q16119	11	11
Q16120	11	11
Q16121	11	11
Q16122	11	11
Q16124	11	11
Q16132	11	11
Q16134	11	11
Q16135	11	11
Q16137	11	11
Q16140	11	11
Q16143	11	11
Q16148	11	11
Q16149	11	11
Q16157	11	11
Q16158	11	11
Q16159	11	11
Q16160	11	11
Q16161	11	11
Q16162	11	11
Q16163	11	11
Q16173	9	11
Q16174	9	11
Q16175	11	11
Q16176	9	11
Q16177	9	11
Q16179	11	11
Q16180	11	11
Q16181	11	
Q16182	11	11
Q16183	11	11
Q16184	9	11
Q16185	11	11
Q16186	11	11
Q16188	11	11
Q16192	11	11
Q16194	9	9
Q16195	11	11
Q16197	9	11
Q16198	9	11
Q16199	11	11
Q16200	9	11
Q16204	11	
Q16210	9	11
Q16219	9	9
Q16220	11	11
Q16226	11	11
Q16228	9	
Q16230	9	11
Q16231	9	11
Q16232	9	11
Q16233	9	11
Q16238		9
Q16239		11
Q16244	9	11
Q16246		9
Q16247	9	11
Q16248	11	11
Q16266	9	11
Q16267	9	11
Q16270	9	11
Q16272	9	11
Q16274	9	11
Q16275	11	11
Q16281	11	9
Q16288	9	11
Q16290	11	11
Q16291	9	11
Q16292	11	11
Q16313	9	
Q16322	9	11
Q16337		11
Q16342	9	11
Q16343	9	9
Q16345	11	11
Q16351	11	11
Q16356	9	11
Q16359	11	11
Q16363	9	11
Q16380	9	11
Q16382	9	11
Q16386	9	11
Q16389	11	11
Q16391	11	11
Q16393	11	11
Q16395	9	11
Q16397	9	11
Q16398	9	11
Q16401	11	11
Q16406	11	11
Q16420	11	11
Q16426	11	11
Q16428	11	11
Q16429	11	11
Q16430	11	11
Q16431	11	11
Q16432	11	11
Q16438	11	11
Q16439	11	11
Q16440	11	11
Q16441	9	9
Q16444		11
Q16448		9
Q16450		9
Q16451		9
Q16456	9	9
Q16457		11
Q16459	11	11
Q16460	11	11
Q16466	9	
Q16467	9	11
Q16469	9	9
Q16470	11	
Q16471	9	
Q16474	9	
Q16479	9	9
Q16480	11	11
Q16481		9
Q16482	9	11
Q16483	11	9
Q16484	9	9
Q16485		9
Q16486		9
Q16487		9
Q16488	11	11
Q16489	11	9
Q16490	11	9
Q16491		9
Q16492	11	9
Q16493	11	11
Q16494	11	9
Q16495		9
Q16496	9	11
Q16497	9	9
Q16498	9	9
Q16499	11	11
Q16500	11	11
Q16501		11
Q16502		11
Q16503		11
Q16504		11
Q16506	11	11
Q16517	9	11
Q16518	9	11
Q16519	11	11
Q16520		9
Q16521	11	11
Q16528	9	
Q16530	9	11
Q16534	11	11
Q16537	9	11
Q16538	9	11
Q16543	9	11
Q16544		11
Q16547		11
Q16551		11
Q16556	9	
Q16557	9	11
Q16558	9	11
Q16562	9	11
Q16563	11	11
Q16567	9	11
Q16568	9	11
Q16569	9	9
Q16571	9	11
Q16574	11	11
Q16579	9	
Q16580	9	11
Q16581	9	11
Q16585	9	11
Q16587	9	11
Q16588	9	11
Q16592	9	11
Q16593		11
Q16597		11
Q16598	9	
Q16602	9	11
Q16610	9	
Q16614		11
Q16616	9	11
Q16617	9	11
Q16618	11	11
Q16619	9	11
Q16621	11	11
Q16623	9	9
Q16625	11	11
Q16643	11	11
Q16644	11	11
Q16647	9	11
Q16650	9	11
Q16653	11	11
Q16655	9	11
Q16656	11	11
Q16657	9	11
Q16668		9
Q16672	9	11
Q16681	9	11
Q16687	11	11
Q16688	11	11
Q16694	9	11
Q16696	9	11
Q16700	9	11
Q16701	9	11
Q16702		11
Q16704	9	11
Q16705	9	11
Q16707	11	9
Q16711	11	11
Q16712	11	11
Q16714	11	11
Q16715	9	11
Q16716	9	11
Q16717	9	9
Q16718	11	11
Q16720	11	11
Q16729	9	9
Q16733	11	11
Q16734	11	11
Q16735		11
Q16736	11	11
Q16737	9	11
Q16739	9	9
Q16741	11	11
Q16745	9	11
Q16749	9	9
Q16750	11	11
Q16753	9	9
Q16755		10
Q16758	9	11
Q16762	9	11
Q16765	9	11
Q16766	9	11
Q16768		11
Q16769		11
Q16770		11
Q16771		9
Q16776	11	11
Q16778	11	11
Q16779	9	11
Q16780		11
Q16782	9	9
Q16789	9	11
Q16790	9	11
Q16794	11	11
Q16798	9	11
Q16799	9	11
Q16800	9	11
Q16801	9	11
Q16806	11	11
Q16812	9	11
Q16813	9	11
Q16815	9	11
Q16816	11	11
Q16817	9	11
Q16818	9	11
Q16822	11	11
Q16823		9
Q16825	9	11
Q16826		11
Q16829	9	11
Q16830	9	11
Q16831	9	11
Q16832	9	11
Q16833	9	11
Q16834	11	11
Q16835	11	11
Q16836	9	11
Q16837	9	11
Q16838	9	11
Q16839	9	11
Q16840	9	11
Q16841	9	11
Q16842	11	11
Q16844	9	11
Q16856	9	11
Q16858	9	11
Q16859	11	11
Q16860	9	11
Q16861	9	11
Q16867		11
Q16869	11	11
Q16873	11	11
Q16876	9	11
Q16877	9	11
Q16878	11	11
Q16879	11	11
Q16883	9	11
Q16885	11	11
Q16893	9	11
Q16894	9	11
Q16895	9	11
Q16896	9	11
Q16897	11	11
Q16899	9	11
Q16900	9	11
Q16902	9	11
Q16905	11	11
Q16906	11	11
Q16907	11	
Q16912	11	11
Q16913	11	11
Q16914	11	11
Q16915	9	11
Q16916	11	11
Q16917	11	11
Q16918	11	11
Q16920	11	11
Q16921	11	11
Q16922	11	11
Q16926	9	11
Q16928	9	
Q16929	9	11
Q16930	11	11
Q16933	11	
Q16935	11	11
Q16946	11	11
Q16947	11	11
Q16948	9	9
Q16949	9	11
Q16950		11
Q16951		11
Q16956		11
Q16957		11
Q16959	9	11
Q16967	11	9
Q16974	11	11
Q16975	9	11
Q16976	9	11
Q16978	9	11
Q16983		11
Q16986	9	11
Q16987	9	11
Q16989	9	11
Q16990		11
Q16991	9	11
Q16993	9	11
Q16998	11	11
Q17000	9	11
Q17001	9	11
Q17003	11	11
Q17004	11	11
Q17005	11	11
Q17006	11	11
Q17007	11	11
Q17009	9	9
Q17010	9	11
Q17011	11	11
Q17015	11	11
Q17019	9	11
Q17020	9	11
Q17021	9	11
Q17022	11	11
Q17024	9	11
Q17025	9	11
Q17026	9	11
Q17027		11
Q17028	9	11
Q17030	9	11
Q17034	11	11
Q17037	9	11
Q17040	9	11
Q17042	11	11
Q17043	9	11
Q17044	9	11
Q17048	11	11
Q17052	9	11
Q17055	9	11
Q17060	11	11
Q17061	11	11
Q17062	11	11
Q17071	11	11
Q17072	9	11
Q17078	9	11
Q17079	9	11
Q17081	11	11
Q17084	9	11
Q17087	9	11
Q17088	11	
Q17089	9	11
Q17090	11	11
Q17091	11	11
Q17093	11	11
Q17095	11	11
Q17097	11	11
Q17098	11	11
Q17099	9	11
Q17100	11	11
Q17103		11
Q17104	9	11
Q17105	9	11
Q17106	9	11
Q17107	11	11
Q17108	11	11
Q17112	11	11
Q17114	11	11
Q17118	11	11
Q17120		11
Q17123	11	11
Q17124	11	11
Q17125	11	11
Q17126	11	11
Q17132	11	11
Q17133	11	11
Q17137	11	11
Q17138	11	11
Q17140	11	11
Q17141	9	11
Q17142	11	11
Q17143	9	11
Q17146	11	11
Q17147	11	11
Q17150		11
Q17152	11	11
Q17153	11	11
Q17154	11	11
Q17158	11	11
Q17160	11	11
Q17161	11	11
Q17164	11	11
Q17168	11	11
Q17169	9	11
Q17174	11	11
Q17175	11	11
Q17176	11	11
Q17181	11	11
Q17182	11	11
Q17183	11	11
Q17184	11	11
Q17185	9	11
Q17186	11	11
Q17187	11	11
Q17188	11	11
Q17189	11	11
Q17192	11	11
Q17193	11	11
Q17194	11	11
Q17195	11	11
Q17196	9	11
Q17197	11	11
Q17200	11	11
Q17201	9	11
Q17202	11	11
Q17203	11	11
Q17204	11	11
Q17207	11	11
Q17209	9	11
Q17210	9	11
Q17212	11	11
Q17214	9	11
Q17216	9	11
Q17218	11	11
Q17220	11	11
Q17221	9	11
Q17226	9	11
Q17228	9	9
Q17229	9	11
Q17230	9	11
Q17231	9	11
Q17233	11	11
Q17234	11	11
Q17235	11	11
Q17236	11	11
Q17237	11	11
Q17240	11	11
Q17241	9	11
Q17243	11	11
Q17244	11	11
Q17247	11	11
Q17248	11	11
Q17253	11	11
Q17256	11	11
Q17257	11	11
Q17259	9	11
Q17260	11	11
Q17261	11	11
Q17262	9	11
Q17263	9	
Q17264	11	11
Q17268	9	11
Q17269	9	11
Q17275	9	9
Q17277	11	11
Q17280	9	11
Q17281		11
Q17289	9	11
Q17293	9	11
Q17305	9	9
Q17308	9	11
Q17316	9	11
Q17317	9	11
Q17319	9	11
Q17321	9	11
Q17322	11	11
Q17328	9	9
Q17329	9	9
Q17330	9	11
Q17334		11
Q17344		9
Q17346	11	11
Q17349		11
Q17351		9
Q17352	9	11
Q17353	9	11
Q17354		10
Q17355	9	11
Q17356	9	11
Q17357	11	11
Q17358	9	11
Q17364	9	11
Q17374	9	11
Q17387	11	11
Q17412	9	11
Q17413	9	11
Q17417	9	11
Q17418	9	11
Q17429	9	9
Q17432	9	11
Q17436	9	11
Q17450	11	11
Q17453	11	11
Q17454	9	11
Q17455	9	
Q17456	9	11
Q17458	11	11
Q17473	11	11
Q17474	9	11
Q17481		11
Q17488	9	11
Q17489	11	11
Q17492	9	9
Q17501	11	11
Q17502	11	11
Q17504	11	11
Q17507	9	9
Q17509	11	11
Q17512		9
Q17513		9
Q17515		11
Q17516	9	11
Q17517	11	11
Q17525	11	11
Q17535	9	9
Q17562	11	11
Q17563	11	11
Q17568	11	11
Q17576	11	11
Q17578	11	11
Q17579	11	11
Q17585	11	11
Q17594	11	11
Q17597	11	11
Q17607	11	11
Q17626	11	11
Q17628	9	11
Q17633	9	11
Q17634		11
Q17639	9	11
Q17642		9
Q17644	9	9
Q17647		11
Q17650	11	
Q17651	11	
Q17654	11	
Q17655	9	9
Q17659	11	11
Q17660	11	11
Q17661	11	11
Q17663	9	11
Q17668	11	11
Q17669	9	9
Q17670	11	
Q17671	11	11
Q17672	9	9
Q17673		9
Q17674	11	9
Q17675	9	11
Q17676	9	11
Q17677	11	11
Q17678	9	9
Q17679	9	9
Q17680	9	9
Q17681	9	11
Q17682	9	9
Q17683	9	9
Q17684	9	11
Q17685	9	
Q17686	9	
Q17687	9	11
Q17689	9	9
Q17691	9	11
Q17692	9	11
Q17693	11	11
Q17694	11	
Q17699	11	9
Q17701	9	9
Q17702		11
Q17703	9	9
Q17704	9	11
Q17705	9	9
Q17707	9	11
Q17709		11
Q17710	9	
Q17713	11	9
Q17715	9	
Q17717	11	11
Q17718		11
Q17720	11	11
Q17721		11
Q17722		11
Q17724	9	
Q17725	11	11
Q17727		11
Q17728		11
Q17729		11
Q17730		11
Q17731		11
Q17732		11
Q17733		11
Q17734		11
Q17736		11
Q17737		11
Q17738		11
Q17739		11
Q17741		11
Q17742		11
Q17746		11
Q17747		11
Q17748		11
Q17750		11
Q17753		11
Q17754		11
Q17755		11
Q17756		11
Q17757		11
Q17758		11
Q17759		11
Q17760		11
Q17761		11
Q17766		11
Q17767		11
Q17768		11
Q17771	9	
Q17772	11	11
Q17773	9	11
Q17774		11
Q17776	11	
Q17779		11
Q17780		11
Q17782		11
Q17801	9	9
Q17813	9	11
Q17816	9	11
Q17817	9	11
Q17821	9	11
Q17825	9	11
Q17830	9	11
Q17833	9	9
Q17836	9	
Q17841	9	11
Q17849	9	11
Q17852		11
Q17857	9	11
Q17861	9	11
Q17870	9	11
Q17871	9	11
Q17880	11	11
Q17881	9	11
Q17885		9
Q17886		11
Q17887		11
Q17888	9	11
Q17889	9	11
Q17890	9	11
Q17897	9	11
Q17898	9	11
Q17902	9	11
Q17903	9	
Q17905		11
Q17910	9	11
Q17911	9	11
Q17912	9	
Q17929	9	11
Q17930	11	11
Q17931	9	9
Q17935	9	11
Q17939	9	11
Q17940		10
Q17942		9
Q17945	9	11
Q17948	9	11
Q17949	9	11
Q17955	11	11
Q17956	9	9
Q17965	9	11
Q17971	11	11
Q17972	11	11
Q17976	9	11
Q17982	9	9
Q17984	11	11
Q17985	9	11
Q17986	11	11
Q17987	9	11
Q17998	11	11
Q18001	9	11
Q18003	9	11
Q18004	9	9
Q18006	11	11
Q18010	11	11
Q18011	9	11
Q18016	11	11
Q18017	11	11
Q18020	9	11
Q18021	9	11
Q18022	9	11
Q18023	9	9
Q18024	11	11
Q18029	9	11
Q18030	11	11
Q18044	9	11
Q18046	9	11
Q18047	11	11
Q18051	9	11
Q18052	9	11
Q18055	11	11
Q18059	11	9
Q18063	9	11
Q18064	9	11
Q18066		11
Q18067		11
Q18076	11	11
Q18078	9	
Q18079		10
Q18080	9	11
Q18082	9	11
Q18083	11	11
Q18084	11	11
Q18098	9	11
Q18103	9	11
Q18104	9	11
Q18105	9	11
Q18108	9	11
Q18110		11
Q18112	9	11
Q18113	9	11
Q18114	9	11
Q18116	9	11
Q18117	9	11
Q18118		11
Q18129	9	11
Q18131	9	11
Q18136	9	11
Q18137	9	11
Q18142	9	
Q18146	9	11
Q18147	9	11
Q18148	9	11
Q18151		11
Q18153	9	11
Q18154	9	11
Q18156	9	11
Q18160	9	
Q18162		11
Q18168	11	9
Q18173	9	11
Q18174	9	9
Q18175	9	11
Q18179	9	11
Q18180	9	11
Q18181	9	11
Q18182	9	11
Q18183	9	9
Q18184	11	11
Q18185	9	
Q18186	9	
