qid,english_label,english_description,label_count,description_count,wikidata_qids,geni_ids,wikidata_count,geni_count
Q80494,Changsun Yannian,Northern Wei person CBDB = 31054,8,2,Q45419012,6000000075333517842,1,1
Q80506,Guo Chang,Sui dynasty person CBDB = 19238,9,1,Q45391596,6000000074750022073,1,1
Q80509,Guo Xin,Tang dynasty person CBDB = 32359,8,1,Q45421409,6000000074750233067,1,1
Q80512,Guo Ye,Tang dynasty person CBDB = 181303,8,1,Q45676821,6000000074750383953,1,1
Q80515,Guo Xian,Tang dynasty person CBDB = 181408,8,1,Q45679940,6000000074750258087,1,1
Q80518,Guo Fang,Tang dynasty person CBDB = 181411,8,1,Q45680035,6000000074750308005,1,1
Q80520,Guo Xiao,Tang dynasty person CBDB = 181412,8,1,Q45680067,6000000074750541856,1,1
Q80523,Guo Min,Tang dynasty person CBDB = 181413,9,1,Q28409007,6000000074750107212,1,1
Q80527,Guo Yang,Tang dynasty person CBDB = 181414,8,1,Q45680132,6000000074750189940,1,1
Q80530,Guo Hu,Tang dynasty person CBDB = 181416,8,1,Q45680196,6000000074750227069,1,1
Q80533,Guo Zhi,Tang dynasty person CBDB = 181417,8,1,Q45680227,6000000074750131093,1,1
Q80536,Guo Hao,Tang dynasty person CBDB = 181418,8,1,Q45680260,6000000074750562823,1,1
Q80539,Guo Sheng,Tang dynasty person CBDB = 181419,8,1,Q45680293,6000000074750286916,1,1
Q80542,Guo Hui,Tang dynasty person CBDB = 181420,8,1,Q45680327,6000000074750107230,1,1
Q80547,Guo Wei,Tang dynasty person CBDB = 181428,8,1,Q45680523,6000000074750301990,1,1
Q80550,Guo Hui,Tang dynasty person CBDB = 181429,8,1,Q45680556,6000000074750376925,1,1
Q80553,Wang Shihui,Tang dynasty person CBDB=32342,9,1,Q45421377,6000000075399101882,1,1
Q80556,Guo Shu,Tang dynasty person CBDB = 181310,8,1,Q45677023,6000000074749977266,1,1
Q80558,Guo Gong,Tang dynasty person CBDB=181316,8,1,Q45677226,6000000074749788371,1,1
Q80560,Guo ?,Tang dynasty person CBDB = 181324,8,1,Q45677494,6000000074750017164,1,1
Q80563,Guo Pei,Tang dynasty person CBDB = 181330,8,1,Q45677692,6000000074750399867,1,1
Q80568,Guo ??,Tang dynasty person CBDB = 181331,8,1,Q45677724,6000000074750028135,1,1
Q80571,Guo Mou,Tang dynasty person CBDB=181332,8,1,Q45677758,6000000074750215023,1,1
Q80574,Guo Chuyan,Tang dynasty person CBDB = 181385,8,1,Q45679176,6000000074749560617,1,1
Q80577,Guo Chuyin,Tang dynasty person CBDB = 181386,8,1,Q45679209,6000000074750418917,1,1
Q80580,Guo Chuhong,Tang dynasty person CBDB = 181387,8,1,Q45679242,6000000074750048152,1,1
Q80583,Guo Yanyang,Tang dynasty person CBDB = 181388,8,1,Q45679277,6000000074750479889,1,1
Q80586,Guo Zongshi,Tang dynasty person CBDB = 181389,8,1,Q45679311,6000000074750243011,1,1
Q80589,Guo Jiang,Tang dynasty person CBDB = 181390,8,1,Q45679346,6000000074750347973,1,1
Q80592,Guo Mou,Tang dynasty person CBDB = 181391,8,1,Q45679379,6000000074749922390,1,1
Q80595,Guo Ren?,Tang dynasty person CBDB = 181404,8,1,Q45679812,6000000074750492856,1,1
Q80613,Yang Min,Tang dynasty person CBDB=32330,8,1,Q45421327,6000000074733359848,1,1
Q80616,Liu Yanqing,Tang dynasty person CBDB = 151785,8,1,Q45510292,6000000074746329450,1,1
Q80619,Liu Meng,Tang dynasty person CBDB = 92674,9,2,Q45482465,6000000074747007900,1,1
Q80658,Yan Zhaofu,Tang dynasty person CBDB = 32435,10,1,Q22814233,6000000020602121434,1,1
Q80661,,,1,0,Q133448059,6000000146209386022,1,1
Q80664,Yuansun Yan,Tang dynasty person CBDB = 32433,10,3,Q10566119,6000000020601831750,1,1
Q80670,Yan Zhenqing,Chinese calligrapher (709-785),38,15,Q758566,6000000020602103496,1,1
Q80673,Yan Yunnan,Tang dynasty person CBDB = 32464,9,2,Q45421610,6000000075399286827,1,1
Q80676,Yan Qiaoqing,Tang dynasty person CBDB=32465,8,1,Q45421611,6000000075399288829,1,1
Q80682,Yan Queyi,Tang dynasty person CBDB = 32463,8,1,Q45421609,6000000075398457391,1,1
Q80685,Yan Zhenchang,Tang dynasty person CBDB = 32466,8,1,Q45421613,6000000075399125907,1,1
Q80688,Yan Youyu,Tang dynasty person CBDB = 32467,8,1,Q45421616,6000000075399156942,1,1
Q80692,Yan Yunzang,Tang dynasty person CBDB = 32468,8,1,Q45421617,6000000075398311523,1,1
Q80695,Yin Zijing,Tang dynasty person CBDB = 31664,8,1,Q45420110,6000000075345530278,1,1
Q80830,Li Tongai,Tang dynasty person CBDB = 174484,7,1,Q45605770,6000000074744650151,1,1
Q80834,Li Yin,Tang dynasty person CBDB = 174485,7,1,Q45605832,6000000074744876034,1,1
Q80839,Li Ke,Tang dynasty person CBDB = 174486,8,1,Q45605895,6000000074744965995,1,1
Q80844,Li Jing,Tang dynasty person CBDB = 174490,8,1,Q45606147,6000000074745292821,1,1
Q80899,Li Mou,Tang dynasty person CBDB = 174405,8,1,Q45601004,6000000074738259319,1,1
Q80903,Li Ruoyu,Tang dynasty person CBDB = 174413,7,1,Q45601505,6000000074739957824,1,1
Q80908,Li Ping,Tang dynasty person CBDB = 174414,7,1,Q45601568,6000000074739860854,1,1
Q80922,Cui Li,Tang dynasty person CBDB = 157609,8,1,Q45526911,6000000074717272825,1,1
Q80926,Cui Zhong,"person, CBDB = 161096",8,1,Q45447360,6000000074717100915,1,1
Q80932,Cui Cheng,"person, CBDB = 170189",8,1,Q45619200,6000000074716862118,1,1
Q80936,Cui Zhi,Tang dynasty person CBDB = 177197,8,1,Q45460317,6000000074716194186,1,1
Q80983,Cui Zimei,"person, CBDB = 157537",8,1,Q45523485,6000000074716830973,1,1
Q80987,Cui Wei,Tang dynasty person CBDB = 177278,8,1,Q45464376,6000000074717046966,1,1
Q80992,Cui Chang,Tang dynasty person CBDB = 177279,8,1,Q45464437,6000000074716804063,1,1
Q80997,Cui Wu,Tang dynasty person CBDB = 177280,7,1,Q45464499,6000000074717005953,1,1
Q8100,Sakanoue no Inukai,,7,1,Q11424805; Q11424805; Q11424805; Q11424805,6000000210408779828; 6000000210408779828,4,2
Q81006,Lu Hao,Tang dynasty person CBDB = 146215,7,1,Q45500507,6000000075345387023,1,1
Q81010,Cui Xuanliang,Tang dynasty person CBDB = 32109,9,2,Q45420898,6000000075344731833,1,1
Q81015,Cui Xuanliang,Tang dynasty person CBDB = 146082,8,1,Q45493483,6000000075344595913,1,1
Q81020,Cui Hunzhi,Tang dynasty person CBDB = 32111,8,1,Q45420904,6000000075343720329,1,1
Q81025,Cui Hunzhi,Tang dynasty person CBDB = 145922,8,1,Q45484686,6000000075344611925,1,1
Q81046,Cui Ying,Tang dynasty person CBDB=32324,8,1,Q45421318,6000000075344132044,1,1
Q81073,Cui Jian,Northern Wei person CBDB = 186637,9,1,Q17239943,6000000075344624863,1,1
Q81076,Cui Yuanyou,Northern Wei person CBDB = 31945,8,1,Q45420611,6000000075343172521,1,1
Q81085,Cui Huan,Chinese official,14,4,Q1562415,6000000075381145821,1,1
Q81169,Emperor Xizong of Tang,emperor of the Tang Dynasty,30,12,Q9889,6000000074750403044,1,1
Q81172,Emperor Zhaozong of Tang,final emperor of the Tang dynasty of China (r. 888-904),33,14,Q9891,6000000074750675857,1,1
Q81175,Li Ji,"person, CBDB = 189291",8,1,Q10332436,6000000074750543914,1,1
Q81187,Li Bao,"person, CBDB = 189293",10,2,Q10332536,6000000074750615941,1,1
Q81189,Li Yi,"person, CBDB = 189294",9,1,Q11095378,6000000074750593921,1,1
Q81195,Princess Tongchang,daughter of Li Cui,8,1,Q10917639,6000000074749878485,1,1
Q81220,Li Qiao,"person, CBDB = 189290",7,1,Q45552962,6000000074750329187,1,1
Q81224,Li Kan,"person, CBDB = 189292",9,1,Q45553085,6000000074750504016,1,1
Q81227,Li Mou,"person, CBDB = 192402",8,1,Q45686328,6000000074750615965,1,1
Q81242,Yu Cong,Chinese Chanccellor,13,1,Q8059904,6000000075345377866,1,1
Q81266,Yu Di,Chinese diplomat,11,16,Q8059908,6000000075344056508,1,1
Q81311,Zhang Yuan,Tang dynasty person CBDB = 13634,8,1,Q45378296,6000000074685493204,1,1
Q81314,Zhang Kerang,Tang dynasty person CBDB = 185452,8,1,Q45632307,6000000074685671922,1,1
Q81317,Zhang Kegong,Tang dynasty person CBDB = 185453,8,1,Q45632368,6000000074684968724,1,1
Q81320,Shi Hongxin,Tang dynasty person CBDB = 193421,8,1,Q45479958,6000000074685758871,1,1
Q81323,Zhang Kecong,Tang dynasty person CBDB = 193422,8,1,Q45480023,6000000074684997642,1,1
Q81326,Zhang Keqin,Tang dynasty person CBDB = 193423,8,1,Q45480089,6000000074685272409,1,1
Q81329,Zhang Kezheng,Tang dynasty person CBDB = 193424,8,1,Q45480152,6000000074685665001,1,1
Q81347,Zhang Xunyi,Tang dynasty person CBDB = 13631,7,1,Q45378289,6000000074685616939,1,1
Q81350,Zhang Da,Tang dynasty person CBDB = 13672,8,1,Q45378413,6000000074685775881,1,1
Q81398,Wei Cheng,Tang dynasty person CBDB = 31021,8,1,Q45418954,6000000075328285048,1,1
Q81401,Wei Shishi,Tang dynasty person CBDB = 31024,8,1,Q45418962,6000000075328385298,1,1
Q81439,Li Shi,Tang dynasty person CBDB = 31429,7,2,Q45419691,6000000075345088901,1,1
Q81442,Dugu Li,Tang dynasty person CBDB = 31428,7,1,Q45419689,6000000075344760094,1,1
Q81451,Li Shen,"person, CBDB = 189596",7,1,Q45570351,6000000074750445094,1,1
Q81460,Wei Lian,Tang dynasty person CBDB = 145296,8,1,Q45454382,6000000075402352972,1,1
Q81472,Liu Min,Northern Zhou person CBDB = 32524,9,2,Q11534319,6000000075399042941,1,1
Q92416,"{'language': 'en', 'value': 'Cristóbal de Oñate'}",,1,0,Q920150,6000000007463347384,1,1
Q93343,"{'language': 'en', 'value': 'Jacob  Saportas'}",,1,0,Q1679327,6000000025742807509,1,1
Q93774,"{'language': 'en', 'value': 'Lebaidah  .'}","Wife of Azor, Mother of Zadok",2,1,Q114931909,6000000003289560803,1,1
Q94405,"{'language': 'en', 'value': 'Safiyyah daughter of ‘Abd al-Muttalib'}",,1,0,Q2740828,6000000003276264044,1,1
Q94559,Muhammad al-Nafs al-Zakiyya Al-Hasani,,1,0,Q533216,6000000005440561460,1,1
Q94800,"{'language': 'en', 'value': 'Halah (Hind) daughter of  Amr'}",,1,0,Q20425836,6000000030595118844,1,1
Q94834,"{'language': 'en', 'value': 'Caliph Uthman bin Affan'}",,1,0,Q37731,6000000003153535504,1,1
Q99725,"Antipas I, Governor of Idumaea",,1,0,Q319075,6000000003646041241,1,1
Q99767,"{'language': 'en', 'value': 'Bermudo I of Asturias'}",,1,0,Q379783,6000000000033480178,1,1
Q99797,"{'language': 'en', 'value': 'Gatón  del Bierzo, conde de Astorga y del Bierzo'}",,1,0,Q376459,6000000008064143164,1,1
Q99799,"{'language': 'en', 'value': 'Ordoño I of Asturias'}",King of Asturias,34,16,Q223646,6000000000448593758,1,1
Q99815,"{'language': 'en', 'value': 'Peter of Cantabria'}",Spanish noble,22,7,Q2192525,6000000003742102823,1,1
Q99819,"{'language': 'en', 'value': 'Alfonso I of Asturias'}",duke of Cantabria and king of Asturias,37,20,Q333609,6000000004045821353,1,1
Q99825,"{'language': 'en', 'value': 'Egilona  Egilona'}",,1,0,Q123287562,6000000008064311792,1,1
Q99839,"{'language': 'en', 'value': 'Alfonso III of Asturias'}",Spanish King,51,15,Q311138,6000000003741916756,1,1
Q99899,"{'language': 'en', 'value': 'García Íñiguez of Pamplona'}",King of Pamplona from 851/2 to 870,37,14,Q1231049,6000000000037773272,1,1
Q99903,"{'language': 'en', 'value': 'Jimena of Asturias'}",Queen consort of Asturias,16,3,Q1627093,6000000000033687086,1,1
Q99907,"{'language': 'en', 'value': 'Ordoño II of León'}",King of Galicia and then Leon (c.873–924),41,12,Q333676,6000000000033235630,1,1
Q8632,Daigo,60th emperor of Japan,47,18,Q329753; Q329753; Q329753; Q329753,6000000011627224453; 6000000011627224453,4,2
Q8774,Fujiwara no Sukemoto,Japanese court noble in the early to mid Heian period,3,1,Q11623286; Q11623286; Q11623286; Q11623286,6000000003128164554; 6000000003128164554,4,2
Q88476,"{'language': 'en', 'value': ""Ḥananel ben Ḥushiel, Ra'is Yeshiva al-Qayrawan""}",,1,0,Q1061624,6000000017177855925,1,1
Q88598,"{'language': 'en', 'value': 'Avraham bar Hiyya'}",,1,0,Q31439,6000000014766362906,1,1
Q88694,"{'language': 'en', 'value': 'Hayy ""Hiyya"" ibn Ya\'ish ibn Ya\'ish ben David al-Daudi'}",,1,0,Q2160640,6000000014632022110,1,1
Q8916,Fujiwara no Yoshihime,Court attendant (Koui) of Emperor Daigo,2,2,Q106271708; Q106271708; Q106271708; Q106271708,6000000012634753101; 6000000012634753101,4,2
Q109087,"{'language': 'en', 'value': 'Abd Allah'}",,1,0,Q61310589,6000000002919513433,1,1
Q109099,"{'language': 'en', 'value': 'Tiberius II Constantine'}",,1,0,Q31491,6000000003645797930,1,1
Q109169,"{'language': 'en', 'value': 'Abd ar-Rahman II'}",,1,0,Q307412,6000000003493135579,1,1
Q109237,"{'language': 'en', 'value': 'Yazdegerd II'}",,1,0,Q310303,6000000007095401758,1,1
Q109303,"{'language': 'en', 'value': 'Vigilantia'}",,1,0,Q107437998,6000000000317361448,1,1
Q109305,"{'language': 'en', 'value': 'Justinian I'}",,1,0,Q41866,6000000003645853347,1,1
Q109321,"{'language': 'en', 'value': 'Justinian'}",,1,0,Q1293376,6000000008462895214,1,1
Q109327,"{'language': 'en', 'value': 'Amalasuntha'}",,1,0,Q371670,6000000090675489910,1,1
Q109329,"{'language': 'en', 'value': 'Athalaric'}",,1,0,Q110895,6000000001355551259,1,1
Q109361,"{'language': 'en', 'value': 'Shushandukht'}",,1,0,Q16228413,6000000000162830875,1,1
Q109383,"{'language': 'en', 'value': 'Theodoric the Great'}",,1,0,Q105105,6000000000495138391,1,1
Q109473,"{'language': 'en', 'value': 'Ereleuva'}",,1,0,Q2309988,6000000078941278863,1,1
Q109479,"{'language': 'en', 'value': 'Childeric I'}",,1,0,Q193869,6000000005913253971,1,1
Q109481,"{'language': 'en', 'value': 'Basina of Thuringia'}",,1,0,Q268562,6000000093230535961,1,1
Q109483,"{'language': 'en', 'value': 'Clovis I'}",,1,0,Q82339,6000000005913350166,1,1
Q109495,"{'language': 'en', 'value': 'Alaric II'}",,1,0,Q110884,6000000006244496074,1,1
Q109617,"{'language': 'en', 'value': 'Theodahad'}",,1,0,Q312601,6000000090671015902,1,1
Q109640,"{'language': 'en', 'value': 'Ingomer'}",,1,0,Q3150954,6000000003098272663,1,1
Q109642,"{'language': 'en', 'value': 'Chlodomer'}",,1,0,Q189660,6000000089397893925,1,1
Q109644,"{'language': 'en', 'value': 'Childebert I'}",,1,0,Q212852,6000000007815238292,1,1
Q109658,"{'language': 'en', 'value': 'Radegund'}",,1,0,Q236974,6000000011540372224,1,1
Q109770,"{'language': 'en', 'value': 'Andregoto Galíndez'}",,1,0,Q1119208,6000000101296552998,1,1
Q109812,"{'language': 'en', 'value': 'Idris'}",,1,0,Q61310743,6000000005785579118,1,1
Q109862,"{'language': 'en', 'value': 'Theudebert I'}",,1,0,Q274597,6000000089397836932,1,1
Q109870,"{'language': 'en', 'value': 'Queen Theodelinda'}",,1,0,Q232525,6000000093044633874,1,1
Q109886,"{'language': 'en', 'value': 'Chlodio'}",,1,0,Q235392,6000000002143053627,1,1
Q109890,"{'language': 'en', 'value': 'Odoacer'}",,1,0,Q103333,6000000004257979021,1,1
Q109910,"{'language': 'en', 'value': 'Charibert I'}",,1,0,Q243453,6000000002364207870,1,1
Q109914,"{'language': 'en', 'value': 'Sigebert I'}",,1,0,Q309946,6000000002154486567,1,1
Q109918,"{'language': 'en', 'value': 'Chilperic I'}",,1,0,Q243118,6000000005913016304,1,1
Q109938,"{'language': 'en', 'value': 'Alboin'}",,1,0,Q152877,6000000006905976078,1,1
Q109942,"{'language': 'en', 'value': 'Theodoric II'}",,1,0,Q195443,6000000000499422580,1,1
Q109944,"{'language': 'en', 'value': 'Thorismund'}",,1,0,Q313079,6000000000499350741,1,1
Q109958,"{'language': 'en', 'value': 'Godegisel'}",,1,0,Q918807,6000000000277772708,1,1
Q109988,"{'language': 'en', 'value': 'Ali az-Zahir'}",,1,0,Q1740272,6000000079018686946,1,1
Q110068,"{'language': 'en', 'value': 'Lovesendo Ramires'}",,1,0,Q10320098,6000000072421180867,1,1
Q110072,"{'language': 'en', 'value': 'Dordia Osorez'}",,1,0,Q325880,6000000004285651299,1,1
Q110134,"{'language': 'en', 'value': 'Qatada ibn Idris'}",,1,0,Q3825145,6000000002941445495,1,1
Q110136,"{'language': 'en', 'value': 'Narseh'}",,1,0,Q264903,6000000008630612925,1,1
Q110206,"{'language': 'en', 'value': 'Authari'}",,1,0,Q313395,6000000093044965839,1,1
Q110226,"{'language': 'en', 'value': 'Grimoald I of Benevento'}",,1,0,Q332728,6000000006101423926,1,1
Q110256,"{'language': 'en', 'value': 'Ingoberga'}",,1,0,Q453167,6000000002134783203,1,1
Q110262,"{'language': 'en', 'value': 'Marcova'}",,1,0,Q3290232,6000000016061491142,1,1
Q110264,"{'language': 'en', 'value': 'Bertha of Kent'}",,1,0,Q238352,6000000002717891583,1,1
Q110276,"{'language': 'en', 'value': 'Brunhilda of Austrasia'}",,1,0,Q230639,6000000006347133210,1,1
Q110280,"{'language': 'en', 'value': 'Childebert II'}",,1,0,Q312606,6000000006093466520,1,1
Q110288,"{'language': 'en', 'value': 'Audovera'}",,1,0,Q259627,6000000002154538433,1,1
Q110310,"{'language': 'en', 'value': 'Dagobert'}",,1,0,Q22968296,6000000015190225998,1,1
Q110314,"{'language': 'en', 'value': 'Chlothar II'}",,1,0,Q209118,5544182020970135787,1,1
Q110342,"{'language': 'en', 'value': 'Gunther'}",,1,0,Q339094,6000000003645870070,1,1
Q110348,"{'language': 'en', 'value': 'Teudelinda'}",,1,0,Q97317078,6000000009470441952,1,1
Q110366,"{'language': 'en', 'value': 'Al-Mustansir'}",,1,0,Q284619,6000000079018727941,1,1
Q110378,"{'language': 'en', 'value': 'Abdullah Azmatkhan'}",,1,0,Q108732932,6000000006257202782,1,1
Q110540,"{'language': 'en', 'value': 'Mayor of Castile'}",Queen of Navarre,33,13,Q260831,6000000003772418491; 4876632757330125828,1,2
Q11056,Go-Toba,Emperor of Japan,50,22,Q316658; Q316658; Q316658; Q316658,6000000011627248393; 6000000011627248393,4,2
Q110578,"{'language': 'en', 'value': 'Ali'}",,1,0,Q61310936,6000000005785437175,1,1
Q110650,"{'language': 'en', 'value': 'Gunderic'}",,1,0,Q52995,6000000002187665802,1,1
Q110678,"{'language': 'en', 'value': 'Rodoald'}",,1,0,Q315269,6000000093043634428,1,1
Q110688,"{'language': 'en', 'value': 'Perctarit'}",,1,0,Q345579,6000000009304914654,1,1
Q110710,"{'language': 'en', 'value': 'Richomeres'}",,1,0,Q741377,6000000000316300005,1,1
Q110736,"{'language': 'en', 'value': 'Theuderic II'}",,1,0,Q316869,6000000004316193251,1,1
Q110744,"{'language': 'en', 'value': 'Bertrude'}",,1,0,Q2899786,6000000005913162130,1,1
Q110748,"{'language': 'en', 'value': 'Dagobert I'}",,1,0,Q109860,6000000005912902306,1,1
Q110774,"{'language': 'en', 'value': 'Itta of Metz'}",,1,0,Q259551,6000000001867425629,1,1
Q110784,"{'language': 'en', 'value': 'Ricimer'}",,1,0,Q309845,6000000006602664678,1,1
Q110832,"{'language': 'en', 'value': 'Ahmed Shah Jalal'}",,1,0,Q108732931,6000000048214481776,1,1
Q110834,"{'language': 'en', 'value': 'Sayyid Abdul Qadir'}",,1,0,Q116877818,6000000007436287012,1,1
Q110890,"{'language': 'en', 'value': 'William of Septimania'}",,1,0,Q1340512,6000000006864186180,1,1
Q110892,"{'language': 'en', 'value': 'Bernard Plantapilosa'}",,1,0,Q822663,6000000051560603071,1,1
Q110956,"{'language': 'en', 'value': 'Ferdinand I of León and Castile'}",,1,0,Q296863,6000000003772418474,1,1
Q110976,"{'language': 'en', 'value': 'Sancha of León'}",Queen of León,32,16,Q1847459,6000000003772418479; 5508684470320086533,1,2
Q110984,"{'language': 'en', 'value': 'Emma of Blois'}",,1,0,Q3082675,6000000000424629314,1,1
Q110988,"{'language': 'en', 'value': 'Agnes of Burgundy, Duchess of Aquitaine'}",,1,0,Q1185368,6000000003827181035,1,1
Q110990,"{'language': 'en', 'value': 'Agnes of Poitou'}",,1,0,Q262192,6000000002043195323,1,1
Q110998,"{'language': 'en', 'value': 'Béatrice, Countess of Melgueil'}",,1,0,Q99304084,6000000000437187226,1,1
Q111073,"{'language': 'en', 'value': ""Abu Sa'd al-Hasan""}",,1,0,Q28474128,6000000004954718327,1,1
Q111153,"{'language': 'en', 'value': 'Constans II'}",,1,0,Q41613,6000000001202421413,1,1
Q111183,"{'language': 'en', 'value': 'Cunipert'}",,1,0,Q318095,6000000009304914576,1,1
Q111199,"{'language': 'en', 'value': 'Theodo II of Bavaria'}",,1,0,Q656226,6000000000700952838,1,1
Q111213,"{'language': 'en', 'value': 'Gleisnod'}",,1,0,Q115626804,6000000003302992430,1,1
Q111215,"{'language': 'en', 'value': 'Lantpert of Bavaria'}",,1,0,Q883726,6000000016070029506,1,1
Q111239,"{'language': 'en', 'value': 'Edwin of Northumbria'}",,1,0,Q348955,6000000004976393187,1,1
Q111257,"{'language': 'en', 'value': 'Reccared I'}",,1,0,Q313057,6000000003983656890,1,1
Q111286,"{'language': 'en', 'value': 'Nanthild'}",,1,0,Q443037,6000000008248326187,1,1
Q111292,"{'language': 'en', 'value': 'Sigebert III'}",,1,0,Q316892,6000000005023230047,1,1
Q111294,"{'language': 'en', 'value': 'Clovis II'}",,1,0,Q309919,5478155622450039203,1,1
Q111318,"{'language': 'en', 'value': 'Pepin of Landen'}",,1,0,Q313373,6000000000490564196,1,1
Q111320,"{'language': 'en', 'value': 'Begga'}",,1,0,Q266765,6000000000860259173,1,1
Q111322,"{'language': 'en', 'value': 'Gertrude of Nivelles'}",,1,0,Q235619,6000000000486980226,1,1
Q111326,"{'language': 'en', 'value': 'Saint Bavo'}",,1,0,Q457903,6000000002154741989,1,1
Q111356,"{'language': 'en', 'value': 'Aslaug'}",,1,0,Q732678,3970714729430045179,1,1
Q111396,"{'language': 'en', 'value': 'Jamaluddin Akbar al-Husaini'}",,1,0,Q12487162,6000000044135387483,1,1
Q111589,"{'language': 'en', 'value': 'Hugh the Great'}",,1,0,Q317933,348989271720012699,1,1
Q111591,"{'language': 'en', 'value': 'Hedwig of Saxony'}",,1,0,Q43961,6000000003726054418,1,1
Q111593,"{'language': 'en', 'value': 'Emma of Paris'}",,1,0,Q3052486,6000000000624754372,1,1
Q111599,"{'language': 'en', 'value': 'Hugh Capet of France'}",,1,0,Q159575,5411162384740027078,1,1
Q111609,"{'language': 'en', 'value': 'William III, Duke of Aquitaine'}",,1,0,Q543880,6000000001412937598,1,1
Q111613,"{'language': 'en', 'value': 'Adelaide of Aquitaine'}",,1,0,Q232425,5411162182100027072,1,1
Q111623,"{'language': 'en', 'value': 'Odo I, Count of Blois'}",,1,0,Q543922,6000000002043186469,1,1
Q111637,"{'language': 'en', 'value': 'Ermentrude of Roucy'}",,1,0,Q1913065,6000000000728689157,1,1
Q111639,"{'language': 'en', 'value': 'Reginald I, Count of Burgundy'}",,1,0,Q723932,4927683959580122814,1,1
Q111645,"{'language': 'en', 'value': 'Henry III'}",,1,0,Q153023,5104803485940063952,1,1
Q111649,"{'language': 'en', 'value': 'Henry IV'}",,1,0,Q60094,5020469289250100933,1,1
Q111659,"{'language': 'en', 'value': 'Clementia of Aquitaine'}",,1,0,Q1811683,6000000012469454652,1,1
Q111663,"{'language': 'en', 'value': 'Hildegarde of Burgundy'}",,1,0,Q5761624,6000000001588461811,1,1
Q111669,"{'language': 'en', 'value': 'Guillaume IX'}",,1,0,Q5351,6000000000656950354,1,1
Q111677,"{'language': 'en', 'value': 'Raymond I, Comte de Melgueil'}",,1,0,Q99304082,6000000062593610856,1,1
Q111679,"{'language': 'en', 'value': 'Ermengarde de Melgueil'}",,1,0,Q99304081,6000000062593647833,1,1
Q111727,"{'language': 'en', 'value': 'Ermesinde of Carcassonne'}",,1,0,Q117846,4951911868150125164,1,1
Q111799,"{'language': 'en', 'value': 'Abu Numayy I'}",,1,0,Q29261524,6000000026924638699,1,1
Q111909,"{'language': 'en', 'value': 'Anicius Probus  Probus'}",,1,0,Q4764503,6000000077339339104,1,1
Q111915,"{'language': 'en', 'value': 'Heraclius Constantine'}",,1,0,Q41615,6000000000700960297,1,1
Q111921,"{'language': 'en', 'value': 'Justinian II'}",,1,0,Q42021,6000000002187812119,1,1
Q111970,"{'language': 'en', 'value': 'Hiltrud'}",,1,0,Q269392,6000000027361506485,1,1
Q111974,"{'language': 'en', 'value': 'Hnabi'}",,1,0,Q735704,6000000005588774140,1,1
Q111976,"{'language': 'en', 'value': 'Bertrada of Prüm'}",,1,0,Q266215,6000000001842551452,1,1
Q112046,"{'language': 'en', 'value': 'Dagobert II'}",,1,0,Q316874,347216548970004818,1,1
Q112048,"{'language': 'en', 'value': 'Balthild'}",,1,0,Q237750,6000000063637640913,1,1
Q112050,"{'language': 'en', 'value': 'Chlothar III'}",,1,0,Q309922,347131736630013162,1,1
Q112058,"{'language': 'en', 'value': 'Childebert III'}",,1,0,Q109223,6000000002213938255,1,1
Q112100,"{'language': 'en', 'value': 'Carloman'}",,1,0,Q2156333,5544100934630135516,1,1
Q112102,"{'language': 'en', 'value': 'Ansegisel'}",,1,0,Q453739,5535400391550125499,1,1
Q112110,"{'language': 'en', 'value': 'Childebert the Adopted'}",,1,0,Q304688,6000000002188305292,1,1
Q112140,"{'language': 'en', 'value': 'Ragnar Lothbrok'}",,1,0,Q314492,5604233735830047570,1,1
Q112142,"{'language': 'en', 'value': 'Ivar Ragnarsson'}",,1,0,Q350321,6000000002043186264,1,1
Q112146,"{'language': 'en', 'value': 'Sigurd Snake-in-the-Eye'}",,1,0,Q41864,347812287200006062,1,1
Q112148,"{'language': 'en', 'value': 'Ubbe Ragnarsson'}",,1,0,Q879668,6000000004654517884,1,1
Q112158,"{'language': 'en', 'value': 'Sultan of the Seljuks Alp Arslan'}",,1,0,Q200193,6000000031528209013,1,1
Q112196,"{'language': 'en', 'value': 'Ibrahim Zaindin kubra samarqandi'}",,1,0,Q108732918,6000000018820108114,1,1
Q112242,"{'language': 'en', 'value': 'Riquilda of Barcelone'}",,1,0,Q21563992,6000000004533625954,1,1
Q112246,"{'language': 'en', 'value': 'Adalard of Paris'}",,1,0,Q348214,6000000002043186800,1,1
Q112266,"{'language': 'en', 'value': 'Guifré el Pilós'}",,1,0,Q504283,6000000001744871718,1,1
Q112312,"{'language': 'en', 'value': 'Bernard I, Comte de Melgueil et de Substantion'}",,1,0,Q99304148,5002427492020021124,1,1
Q112348,"{'language': 'en', 'value': 'Wiltrud of Orleans'}",,1,0,Q1286436,6000000029577911261,1,1
Q112352,"{'language': 'en', 'value': 'Adelheid van Tours'}",,1,0,Q354934,6000000012468581950,1,1
Q112356,"{'language': 'en', 'value': 'Robert I of France'}",,1,0,Q208082,4647274,1,1
Q112454,"{'language': 'en', 'value': 'Béatrice of Vermandois'}",,1,0,Q263266,6000000003726141100,1,1
Q112458,"{'language': 'en', 'value': 'Adela of France'}",,1,0,Q6051215,6000000003494707647,1,1
Q112460,"{'language': 'en', 'value': 'Eadhild'}",,1,0,Q15040856,6000000003828326587,1,1
